time,"P(SOUT)","P(A0)","P(B0)","P(CIN)","P(COUT)"
1.450000e-11,7.610155e-01,1.081384e+00,1.081384e+00,1.081848e+00,7.606270e-01
1.455000e-11,7.610030e-01,1.081338e+00,1.081338e+00,1.081798e+00,7.602716e-01
1.460000e-11,7.609852e-01,1.081279e+00,1.081279e+00,1.081737e+00,7.599300e-01
1.465000e-11,7.609621e-01,1.081209e+00,1.081209e+00,1.081664e+00,7.596080e-01
1.470000e-11,7.609339e-01,1.081128e+00,1.081128e+00,1.081581e+00,7.593113e-01
1.475000e-11,7.609010e-01,1.081039e+00,1.081039e+00,1.081490e+00,7.590444e-01
1.480000e-11,7.608637e-01,1.080942e+00,1.080942e+00,1.081391e+00,7.588114e-01
1.485000e-11,7.608224e-01,1.080839e+00,1.080839e+00,1.081287e+00,7.586156e-01
1.490000e-11,7.607776e-01,1.080732e+00,1.080732e+00,1.081179e+00,7.584593e-01
1.495000e-11,7.607297e-01,1.080622e+00,1.080622e+00,1.081069e+00,7.583439e-01
1.500000e-11,7.606793e-01,1.080510e+00,1.080510e+00,1.080957e+00,7.582702e-01
1.505000e-11,7.606269e-01,1.080398e+00,1.080398e+00,1.080846e+00,7.582377e-01
1.510000e-11,7.605731e-01,1.080288e+00,1.080288e+00,1.080737e+00,7.582455e-01
1.515000e-11,7.605185e-01,1.080180e+00,1.080180e+00,1.080631e+00,7.582916e-01
1.520000e-11,7.604637e-01,1.080077e+00,1.080077e+00,1.080529e+00,7.583734e-01
1.525000e-11,7.604092e-01,1.079979e+00,1.079979e+00,1.080433e+00,7.584876e-01
1.530000e-11,7.603557e-01,1.079887e+00,1.079887e+00,1.080343e+00,7.586304e-01
1.535000e-11,7.603037e-01,1.079802e+00,1.079802e+00,1.080262e+00,7.587976e-01
1.540000e-11,7.602536e-01,1.079726e+00,1.079726e+00,1.080188e+00,7.589844e-01
1.545000e-11,7.602061e-01,1.079659e+00,1.079659e+00,1.080124e+00,7.591861e-01
1.550000e-11,7.601616e-01,1.079601e+00,1.079601e+00,1.080070e+00,7.593978e-01
1.555000e-11,7.601204e-01,1.079553e+00,1.079553e+00,1.080025e+00,7.596143e-01
1.560000e-11,7.600829e-01,1.079515e+00,1.079515e+00,1.079991e+00,7.598310e-01
1.565000e-11,7.600494e-01,1.079488e+00,1.079488e+00,1.079967e+00,7.600432e-01
1.570000e-11,7.600202e-01,1.079472e+00,1.079472e+00,1.079954e+00,7.602465e-01
1.575000e-11,7.599954e-01,1.079466e+00,1.079466e+00,1.079952e+00,7.604371e-01
1.580000e-11,7.599751e-01,1.079470e+00,1.079470e+00,1.079959e+00,7.606115e-01
1.585000e-11,7.599595e-01,1.079485e+00,1.079485e+00,1.079976e+00,7.607668e-01
1.590000e-11,7.599484e-01,1.079509e+00,1.079509e+00,1.080003e+00,7.609008e-01
1.595000e-11,7.599417e-01,1.079542e+00,1.079542e+00,1.080038e+00,7.610116e-01
1.600000e-11,7.599394e-01,1.079583e+00,1.079583e+00,1.080082e+00,7.610981e-01
1.605000e-11,7.599412e-01,1.079632e+00,1.079632e+00,1.080133e+00,7.611600e-01
1.610000e-11,7.599469e-01,1.079688e+00,1.079688e+00,1.080190e+00,7.611974e-01
1.615000e-11,7.599561e-01,1.079750e+00,1.079750e+00,1.080253e+00,7.612109e-01
1.620000e-11,7.599684e-01,1.079817e+00,1.079817e+00,1.080321e+00,7.612017e-01
1.625000e-11,7.599834e-01,1.079889e+00,1.079889e+00,1.080392e+00,7.611717e-01
1.630000e-11,7.600006e-01,1.079964e+00,1.079964e+00,1.080467e+00,7.611229e-01
1.635000e-11,7.600197e-01,1.080041e+00,1.080041e+00,1.080543e+00,7.610577e-01
1.640000e-11,7.600399e-01,1.080119e+00,1.080119e+00,1.080621e+00,7.609788e-01
1.645000e-11,7.600609e-01,1.080198e+00,1.080198e+00,1.080698e+00,7.608892e-01
1.650000e-11,7.600820e-01,1.080276e+00,1.080276e+00,1.080775e+00,7.607917e-01
1.655000e-11,7.601027e-01,1.080353e+00,1.080353e+00,1.080850e+00,7.606894e-01
1.660000e-11,7.601225e-01,1.080427e+00,1.080427e+00,1.080922e+00,7.605851e-01
1.665000e-11,7.601409e-01,1.080498e+00,1.080498e+00,1.080990e+00,7.604816e-01
1.670000e-11,7.601572e-01,1.080566e+00,1.080566e+00,1.081055e+00,7.603814e-01
1.675000e-11,7.601711e-01,1.080628e+00,1.080628e+00,1.081115e+00,7.602868e-01
1.680000e-11,7.601822e-01,1.080685e+00,1.080685e+00,1.081169e+00,7.601995e-01
1.685000e-11,7.601900e-01,1.080737e+00,1.080737e+00,1.081218e+00,7.601213e-01
1.690000e-11,7.601941e-01,1.080782e+00,1.080782e+00,1.081260e+00,7.600533e-01
1.695000e-11,7.601944e-01,1.080821e+00,1.080821e+00,1.081296e+00,7.599962e-01
1.700000e-11,7.601905e-01,1.080852e+00,1.080852e+00,1.081324e+00,7.599503e-01
1.705000e-11,7.601823e-01,1.080877e+00,1.080877e+00,1.081346e+00,7.599157e-01
1.710000e-11,7.601698e-01,1.080894e+00,1.080894e+00,1.081361e+00,7.598918e-01
1.715000e-11,7.601528e-01,1.080904e+00,1.080904e+00,1.081368e+00,7.598779e-01
1.720000e-11,7.601314e-01,1.080907e+00,1.080907e+00,1.081369e+00,7.598729e-01
1.725000e-11,7.601058e-01,1.080903e+00,1.080903e+00,1.081363e+00,7.598754e-01
1.730000e-11,7.600760e-01,1.080892e+00,1.080892e+00,1.081350e+00,7.598840e-01
1.735000e-11,7.600424e-01,1.080874e+00,1.080874e+00,1.081331e+00,7.598968e-01
1.740000e-11,7.600053e-01,1.080850e+00,1.080850e+00,1.081306e+00,7.599122e-01
1.745000e-11,7.599649e-01,1.080821e+00,1.080821e+00,1.081276e+00,7.599284e-01
1.750000e-11,7.599218e-01,1.080786e+00,1.080786e+00,1.081241e+00,7.599435e-01
1.755000e-11,7.598764e-01,1.080747e+00,1.080747e+00,1.081202e+00,7.599559e-01
1.760000e-11,7.598291e-01,1.080704e+00,1.080704e+00,1.081159e+00,7.599642e-01
1.765000e-11,7.597805e-01,1.080657e+00,1.080657e+00,1.081113e+00,7.599670e-01
1.770000e-11,7.597312e-01,1.080608e+00,1.080608e+00,1.081065e+00,7.599633e-01
1.775000e-11,7.596816e-01,1.080556e+00,1.080556e+00,1.081014e+00,7.599523e-01
1.780000e-11,7.596324e-01,1.080503e+00,1.080503e+00,1.080963e+00,7.599337e-01
1.785000e-11,7.595841e-01,1.080450e+00,1.080450e+00,1.080911e+00,7.599071e-01
1.790000e-11,7.595373e-01,1.080396e+00,1.080396e+00,1.080859e+00,7.598729e-01
1.795000e-11,7.594925e-01,1.080343e+00,1.080343e+00,1.080809e+00,7.598314e-01
1.800000e-11,7.594502e-01,1.080292e+00,1.080292e+00,1.080759e+00,7.597834e-01
1.805000e-11,7.594107e-01,1.080242e+00,1.080242e+00,1.080712e+00,7.597301e-01
1.810000e-11,7.593747e-01,1.080195e+00,1.080195e+00,1.080667e+00,7.596727e-01
1.815000e-11,7.593422e-01,1.080150e+00,1.080150e+00,1.080625e+00,7.596126e-01
1.820000e-11,7.593138e-01,1.080110e+00,1.080110e+00,1.080587e+00,7.595515e-01
1.825000e-11,7.592895e-01,1.080073e+00,1.080073e+00,1.080552e+00,7.594910e-01
1.830000e-11,7.592695e-01,1.080041e+00,1.080041e+00,1.080522e+00,7.594330e-01
1.835000e-11,7.592540e-01,1.080013e+00,1.080013e+00,1.080496e+00,7.593791e-01
1.840000e-11,7.592428e-01,1.079990e+00,1.079990e+00,1.080475e+00,7.593311e-01
1.845000e-11,7.592359e-01,1.079973e+00,1.079973e+00,1.080459e+00,7.592904e-01
1.850000e-11,7.592332e-01,1.079960e+00,1.079960e+00,1.080448e+00,7.592584e-01
1.855000e-11,7.592344e-01,1.079953e+00,1.079953e+00,1.080442e+00,7.592361e-01
1.860000e-11,7.592393e-01,1.079951e+00,1.079951e+00,1.080441e+00,7.592246e-01
1.865000e-11,7.592474e-01,1.079954e+00,1.079954e+00,1.080445e+00,7.592243e-01
1.870000e-11,7.592584e-01,1.079963e+00,1.079963e+00,1.080454e+00,7.592356e-01
1.875000e-11,7.592719e-01,1.079976e+00,1.079976e+00,1.080468e+00,7.592583e-01
1.880000e-11,7.592872e-01,1.079994e+00,1.079994e+00,1.080485e+00,7.592920e-01
1.885000e-11,7.593038e-01,1.080016e+00,1.080016e+00,1.080507e+00,7.593361e-01
1.890000e-11,7.593213e-01,1.080042e+00,1.080042e+00,1.080532e+00,7.593895e-01
1.895000e-11,7.593389e-01,1.080071e+00,1.080071e+00,1.080561e+00,7.594510e-01
1.900000e-11,7.593562e-01,1.080104e+00,1.080104e+00,1.080593e+00,7.595189e-01
1.905000e-11,7.593726e-01,1.080139e+00,1.080139e+00,1.080627e+00,7.595915e-01
1.910000e-11,7.593875e-01,1.080177e+00,1.080177e+00,1.080663e+00,7.596668e-01
1.915000e-11,7.594004e-01,1.080216e+00,1.080216e+00,1.080700e+00,7.597430e-01
1.920000e-11,7.594108e-01,1.080256e+00,1.080256e+00,1.080738e+00,7.598177e-01
1.925000e-11,7.594184e-01,1.080296e+00,1.080296e+00,1.080777e+00,7.598890e-01
1.930000e-11,7.594227e-01,1.080337e+00,1.080337e+00,1.080816e+00,7.599548e-01
1.935000e-11,7.594234e-01,1.080377e+00,1.080377e+00,1.080854e+00,7.600132e-01
1.940000e-11,7.594204e-01,1.080416e+00,1.080416e+00,1.080892e+00,7.600625e-01
1.945000e-11,7.594133e-01,1.080453e+00,1.080453e+00,1.080927e+00,7.601010e-01
1.950000e-11,7.594023e-01,1.080489e+00,1.080489e+00,1.080961e+00,7.601274e-01
1.955000e-11,7.593872e-01,1.080522e+00,1.080522e+00,1.080993e+00,7.601409e-01
1.960000e-11,7.593682e-01,1.080553e+00,1.080553e+00,1.081022e+00,7.601407e-01
1.965000e-11,7.593454e-01,1.080580e+00,1.080580e+00,1.081048e+00,7.601264e-01
1.970000e-11,7.593190e-01,1.080604e+00,1.080604e+00,1.081071e+00,7.600981e-01
1.975000e-11,7.592894e-01,1.080624e+00,1.080624e+00,1.081090e+00,7.600560e-01
1.980000e-11,7.592569e-01,1.080641e+00,1.080641e+00,1.081106e+00,7.600010e-01
1.985000e-11,7.592218e-01,1.080653e+00,1.080653e+00,1.081118e+00,7.599340e-01
1.990000e-11,7.591848e-01,1.080662e+00,1.080662e+00,1.081126e+00,7.598563e-01
1.995000e-11,7.591462e-01,1.080666e+00,1.080666e+00,1.081130e+00,7.597695e-01
2.000000e-11,7.591067e-01,1.080666e+00,1.080666e+00,1.081130e+00,7.596754e-01
2.005000e-11,7.590666e-01,1.080663e+00,1.080663e+00,1.081127e+00,7.595759e-01
2.010000e-11,7.590267e-01,1.080655e+00,1.080655e+00,1.081119e+00,7.594733e-01
2.015000e-11,7.589873e-01,1.080644e+00,1.080644e+00,1.081109e+00,7.593695e-01
2.020000e-11,7.589490e-01,1.080629e+00,1.080629e+00,1.081095e+00,7.592669e-01
2.025000e-11,7.589124e-01,1.080611e+00,1.080611e+00,1.081077e+00,7.591676e-01
2.030000e-11,7.588778e-01,1.080590e+00,1.080590e+00,1.081057e+00,7.590736e-01
2.035000e-11,7.588456e-01,1.080566e+00,1.080566e+00,1.081035e+00,7.589868e-01
2.040000e-11,7.588162e-01,1.080541e+00,1.080541e+00,1.081010e+00,7.589090e-01
2.045000e-11,7.587899e-01,1.080513e+00,1.080513e+00,1.080984e+00,7.588416e-01
2.050000e-11,7.587668e-01,1.080484e+00,1.080484e+00,1.080956e+00,7.587858e-01
2.055000e-11,7.587472e-01,1.080454e+00,1.080454e+00,1.080927e+00,7.587426e-01
2.060000e-11,7.587311e-01,1.080424e+00,1.080424e+00,1.080898e+00,7.587125e-01
2.065000e-11,7.587185e-01,1.080393e+00,1.080393e+00,1.080868e+00,7.586958e-01
2.070000e-11,7.587094e-01,1.080363e+00,1.080363e+00,1.080839e+00,7.586925e-01
2.075000e-11,7.587035e-01,1.080333e+00,1.080333e+00,1.080810e+00,7.587021e-01
2.080000e-11,7.587008e-01,1.080304e+00,1.080304e+00,1.080782e+00,7.587239e-01
2.085000e-11,7.587010e-01,1.080277e+00,1.080277e+00,1.080756e+00,7.587569e-01
2.090000e-11,7.587037e-01,1.080252e+00,1.080252e+00,1.080731e+00,7.587999e-01
2.095000e-11,7.587087e-01,1.080228e+00,1.080228e+00,1.080708e+00,7.588513e-01
2.100000e-11,7.587155e-01,1.080207e+00,1.080207e+00,1.080688e+00,7.589095e-01
2.105000e-11,7.587238e-01,1.080189e+00,1.080189e+00,1.080669e+00,7.589727e-01
2.110000e-11,7.587331e-01,1.080174e+00,1.080174e+00,1.080654e+00,7.590390e-01
2.115000e-11,7.587429e-01,1.080161e+00,1.080161e+00,1.080641e+00,7.591064e-01
2.120000e-11,7.587530e-01,1.080152e+00,1.080152e+00,1.080632e+00,7.591730e-01
2.125000e-11,7.587628e-01,1.080145e+00,1.080145e+00,1.080625e+00,7.592370e-01
2.130000e-11,7.587719e-01,1.080142e+00,1.080142e+00,1.080622e+00,7.592965e-01
2.135000e-11,7.587800e-01,1.080142e+00,1.080142e+00,1.080621e+00,7.593500e-01
2.140000e-11,7.587867e-01,1.080146e+00,1.080146e+00,1.080624e+00,7.593961e-01
2.145000e-11,7.587918e-01,1.080152e+00,1.080152e+00,1.080629e+00,7.594335e-01
2.150000e-11,7.587950e-01,1.080161e+00,1.080161e+00,1.080637e+00,7.594613e-01
2.155000e-11,7.587960e-01,1.080173e+00,1.080173e+00,1.080648e+00,7.594789e-01
2.160000e-11,7.587948e-01,1.080187e+00,1.080187e+00,1.080661e+00,7.594857e-01
2.165000e-11,7.587911e-01,1.080203e+00,1.080203e+00,1.080677e+00,7.594819e-01
2.170000e-11,7.587850e-01,1.080222e+00,1.080222e+00,1.080695e+00,7.594675e-01
2.175000e-11,7.587765e-01,1.080242e+00,1.080242e+00,1.080714e+00,7.594429e-01
2.180000e-11,7.587655e-01,1.080263e+00,1.080263e+00,1.080734e+00,7.594090e-01
2.185000e-11,7.587523e-01,1.080285e+00,1.080285e+00,1.080756e+00,7.593667e-01
2.190000e-11,7.587369e-01,1.080308e+00,1.080308e+00,1.080778e+00,7.593170e-01
2.195000e-11,7.587194e-01,1.080332e+00,1.080332e+00,1.080801e+00,7.592614e-01
2.200000e-11,7.587002e-01,1.080355e+00,1.080355e+00,1.080824e+00,7.592013e-01
2.205000e-11,7.586794e-01,1.080378e+00,1.080378e+00,1.080847e+00,7.591382e-01
2.210000e-11,7.586574e-01,1.080401e+00,1.080401e+00,1.080869e+00,7.590738e-01
2.215000e-11,7.586343e-01,1.080422e+00,1.080422e+00,1.080890e+00,7.590095e-01
2.220000e-11,7.586104e-01,1.080442e+00,1.080442e+00,1.080910e+00,7.589470e-01
2.225000e-11,7.585861e-01,1.080461e+00,1.080461e+00,1.080929e+00,7.588877e-01
2.230000e-11,7.585616e-01,1.080478e+00,1.080478e+00,1.080946e+00,7.588329e-01
2.235000e-11,7.585372e-01,1.080493e+00,1.080493e+00,1.080962e+00,7.587838e-01
2.240000e-11,7.585132e-01,1.080506e+00,1.080506e+00,1.080975e+00,7.587414e-01
2.245000e-11,7.584898e-01,1.080516e+00,1.080516e+00,1.080986e+00,7.587064e-01
2.250000e-11,7.584672e-01,1.080525e+00,1.080525e+00,1.080995e+00,7.586795e-01
2.255000e-11,7.584457e-01,1.080531e+00,1.080531e+00,1.081002e+00,7.586609e-01
2.260000e-11,7.584254e-01,1.080534e+00,1.080534e+00,1.081006e+00,7.586506e-01
2.265000e-11,7.584064e-01,1.080535e+00,1.080535e+00,1.081008e+00,7.586486e-01
2.270000e-11,7.583888e-01,1.080534e+00,1.080534e+00,1.081007e+00,7.586543e-01
2.275000e-11,7.583729e-01,1.080530e+00,1.080530e+00,1.081004e+00,7.586672e-01
2.280000e-11,7.583585e-01,1.080524e+00,1.080524e+00,1.080999e+00,7.586864e-01
2.285000e-11,7.583457e-01,1.080516e+00,1.080516e+00,1.080992e+00,7.587109e-01
2.290000e-11,7.583346e-01,1.080506e+00,1.080506e+00,1.080982e+00,7.587396e-01
2.295000e-11,7.583250e-01,1.080495e+00,1.080495e+00,1.080971e+00,7.587712e-01
2.300000e-11,7.583169e-01,1.080481e+00,1.080481e+00,1.080959e+00,7.588044e-01
2.305000e-11,7.583103e-01,1.080467e+00,1.080467e+00,1.080945e+00,7.588379e-01
2.310000e-11,7.583050e-01,1.080452e+00,1.080452e+00,1.080929e+00,7.588703e-01
2.315000e-11,7.583009e-01,1.080435e+00,1.080435e+00,1.080913e+00,7.589005e-01
2.320000e-11,7.582978e-01,1.080418e+00,1.080418e+00,1.080896e+00,7.589271e-01
2.325000e-11,7.582957e-01,1.080401e+00,1.080401e+00,1.080879e+00,7.589491e-01
2.330000e-11,7.582943e-01,1.080384e+00,1.080384e+00,1.080862e+00,7.589656e-01
2.335000e-11,7.582935e-01,1.080367e+00,1.080367e+00,1.080845e+00,7.589758e-01
2.340000e-11,7.582932e-01,1.080351e+00,1.080351e+00,1.080828e+00,7.589792e-01
2.345000e-11,7.582932e-01,1.080335e+00,1.080335e+00,1.080812e+00,7.589754e-01
2.350000e-11,7.582932e-01,1.080320e+00,1.080320e+00,1.080796e+00,7.589643e-01
2.355000e-11,7.582933e-01,1.080306e+00,1.080306e+00,1.080782e+00,7.589461e-01
2.360000e-11,7.582932e-01,1.080294e+00,1.080294e+00,1.080768e+00,7.589210e-01
2.365000e-11,7.582928e-01,1.080283e+00,1.080283e+00,1.080757e+00,7.588895e-01
2.370000e-11,7.582919e-01,1.080273e+00,1.080273e+00,1.080746e+00,7.588525e-01
2.375000e-11,7.582906e-01,1.080266e+00,1.080266e+00,1.080738e+00,7.588107e-01
2.380000e-11,7.582886e-01,1.080260e+00,1.080260e+00,1.080731e+00,7.587652e-01
2.385000e-11,7.582860e-01,1.080256e+00,1.080256e+00,1.080726e+00,7.587172e-01
2.390000e-11,7.582826e-01,1.080253e+00,1.080253e+00,1.080722e+00,7.586679e-01
2.395000e-11,7.582784e-01,1.080253e+00,1.080253e+00,1.080721e+00,7.586185e-01
2.400000e-11,7.582734e-01,1.080254e+00,1.080254e+00,1.080721e+00,7.585703e-01
2.405000e-11,7.582676e-01,1.080257e+00,1.080257e+00,1.080723e+00,7.585247e-01
2.410000e-11,7.582610e-01,1.080261e+00,1.080261e+00,1.080727e+00,7.584827e-01
2.415000e-11,7.582535e-01,1.080267e+00,1.080267e+00,1.080732e+00,7.584456e-01
2.420000e-11,7.582453e-01,1.080274e+00,1.080274e+00,1.080739e+00,7.584141e-01
2.425000e-11,7.582363e-01,1.080283e+00,1.080283e+00,1.080748e+00,7.583892e-01
2.430000e-11,7.582266e-01,1.080293e+00,1.080293e+00,1.080757e+00,7.583714e-01
2.435000e-11,7.582163e-01,1.080303e+00,1.080303e+00,1.080767e+00,7.583612e-01
2.440000e-11,7.582055e-01,1.080314e+00,1.080314e+00,1.080779e+00,7.583588e-01
2.445000e-11,7.581941e-01,1.080326e+00,1.080326e+00,1.080791e+00,7.583640e-01
2.450000e-11,7.581823e-01,1.080338e+00,1.080338e+00,1.080803e+00,7.583768e-01
2.455000e-11,7.581701e-01,1.080351e+00,1.080351e+00,1.080816e+00,7.583966e-01
2.460000e-11,7.581577e-01,1.080363e+00,1.080363e+00,1.080829e+00,7.584229e-01
2.465000e-11,7.581451e-01,1.080375e+00,1.080375e+00,1.080841e+00,7.584546e-01
2.470000e-11,7.581324e-01,1.080386e+00,1.080386e+00,1.080854e+00,7.584909e-01
2.475000e-11,7.581197e-01,1.080397e+00,1.080397e+00,1.080866e+00,7.585306e-01
2.480000e-11,7.581070e-01,1.080408e+00,1.080408e+00,1.080877e+00,7.585724e-01
2.485000e-11,7.580945e-01,1.080417e+00,1.080417e+00,1.080887e+00,7.586150e-01
2.490000e-11,7.580821e-01,1.080426e+00,1.080426e+00,1.080897e+00,7.586571e-01
2.495000e-11,7.580701e-01,1.080433e+00,1.080433e+00,1.080905e+00,7.586973e-01
2.500000e-11,7.580583e-01,1.080439e+00,1.080439e+00,1.080912e+00,7.587343e-01
2.505000e-11,7.580469e-01,1.080444e+00,1.080444e+00,1.080918e+00,7.587669e-01
2.510000e-11,7.580359e-01,1.080448e+00,1.080448e+00,1.080923e+00,7.587940e-01
2.515000e-11,7.580253e-01,1.080450e+00,1.080450e+00,1.080927e+00,7.588145e-01
2.520000e-11,7.580152e-01,1.080452e+00,1.080452e+00,1.080929e+00,7.588277e-01
2.525000e-11,7.580056e-01,1.080451e+00,1.080451e+00,1.080929e+00,7.588329e-01
2.530000e-11,7.579966e-01,1.080450e+00,1.080450e+00,1.080929e+00,7.588297e-01
2.535000e-11,7.579881e-01,1.080448e+00,1.080448e+00,1.080927e+00,7.588180e-01
2.540000e-11,7.579801e-01,1.080444e+00,1.080444e+00,1.080924e+00,7.587978e-01
2.545000e-11,7.579726e-01,1.080440e+00,1.080440e+00,1.080919e+00,7.587693e-01
2.550000e-11,7.579657e-01,1.080434e+00,1.080434e+00,1.080914e+00,7.587330e-01
2.555000e-11,7.579593e-01,1.080428e+00,1.080428e+00,1.080908e+00,7.586897e-01
2.560000e-11,7.579534e-01,1.080421e+00,1.080421e+00,1.080901e+00,7.586402e-01
2.565000e-11,7.579480e-01,1.080413e+00,1.080413e+00,1.080893e+00,7.585856e-01
2.570000e-11,7.579429e-01,1.080406e+00,1.080406e+00,1.080885e+00,7.585270e-01
2.575000e-11,7.579384e-01,1.080397e+00,1.080397e+00,1.080876e+00,7.584658e-01
2.580000e-11,7.579341e-01,1.080389e+00,1.080389e+00,1.080867e+00,7.584034e-01
2.585000e-11,7.579302e-01,1.080381e+00,1.080381e+00,1.080858e+00,7.583412e-01
2.590000e-11,7.579266e-01,1.080373e+00,1.080373e+00,1.080849e+00,7.582806e-01
2.595000e-11,7.579232e-01,1.080365e+00,1.080365e+00,1.080840e+00,7.582230e-01
2.600000e-11,7.579200e-01,1.080357e+00,1.080357e+00,1.080831e+00,7.581697e-01
2.605000e-11,7.579169e-01,1.080350e+00,1.080350e+00,1.080823e+00,7.581219e-01
2.610000e-11,7.579138e-01,1.080344e+00,1.080344e+00,1.080815e+00,7.580806e-01
2.615000e-11,7.579108e-01,1.080338e+00,1.080338e+00,1.080808e+00,7.580469e-01
2.620000e-11,7.579078e-01,1.080333e+00,1.080333e+00,1.080802e+00,7.580213e-01
2.625000e-11,7.579046e-01,1.080329e+00,1.080329e+00,1.080797e+00,7.580044e-01
2.630000e-11,7.579014e-01,1.080325e+00,1.080325e+00,1.080792e+00,7.579965e-01
2.635000e-11,7.578979e-01,1.080323e+00,1.080323e+00,1.080788e+00,7.579975e-01
2.640000e-11,7.578941e-01,1.080321e+00,1.080321e+00,1.080786e+00,7.580075e-01
2.645000e-11,7.578901e-01,1.080320e+00,1.080320e+00,1.080784e+00,7.580258e-01
2.650000e-11,7.578858e-01,1.080320e+00,1.080320e+00,1.080783e+00,7.580520e-01
2.655000e-11,7.578811e-01,1.080321e+00,1.080321e+00,1.080783e+00,7.580852e-01
2.660000e-11,7.578761e-01,1.080323e+00,1.080323e+00,1.080784e+00,7.581245e-01
2.665000e-11,7.578706e-01,1.080325e+00,1.080325e+00,1.080786e+00,7.581686e-01
2.670000e-11,7.578647e-01,1.080328e+00,1.080328e+00,1.080789e+00,7.582164e-01
2.675000e-11,7.578585e-01,1.080331e+00,1.080331e+00,1.080792e+00,7.582665e-01
2.680000e-11,7.578518e-01,1.080335e+00,1.080335e+00,1.080797e+00,7.583175e-01
2.685000e-11,7.578447e-01,1.080340e+00,1.080340e+00,1.080801e+00,7.583680e-01
2.690000e-11,7.578373e-01,1.080345e+00,1.080345e+00,1.080807e+00,7.584166e-01
2.695000e-11,7.578296e-01,1.080350e+00,1.080350e+00,1.080812e+00,7.584621e-01
2.700000e-11,7.578215e-01,1.080355e+00,1.080355e+00,1.080818e+00,7.585031e-01
2.705000e-11,7.578132e-01,1.080361e+00,1.080361e+00,1.080824e+00,7.585386e-01
2.710000e-11,7.578047e-01,1.080366e+00,1.080366e+00,1.080831e+00,7.585675e-01
2.715000e-11,7.577961e-01,1.080371e+00,1.080371e+00,1.080837e+00,7.585891e-01
2.720000e-11,7.577874e-01,1.080376e+00,1.080376e+00,1.080843e+00,7.586028e-01
2.725000e-11,7.577787e-01,1.080381e+00,1.080381e+00,1.080849e+00,7.586081e-01
2.730000e-11,7.577700e-01,1.080386e+00,1.080386e+00,1.080855e+00,7.586050e-01
2.735000e-11,7.577614e-01,1.080390e+00,1.080390e+00,1.080860e+00,7.585933e-01
2.740000e-11,7.577530e-01,1.080393e+00,1.080393e+00,1.080865e+00,7.585735e-01
2.745000e-11,7.577449e-01,1.080396e+00,1.080396e+00,1.080869e+00,7.585458e-01
2.750000e-11,7.577370e-01,1.080399e+00,1.080399e+00,1.080873e+00,7.585110e-01
2.755000e-11,7.577294e-01,1.080401e+00,1.080401e+00,1.080876e+00,7.584699e-01
2.760000e-11,7.577223e-01,1.080403e+00,1.080403e+00,1.080878e+00,7.584235e-01
2.765000e-11,7.577156e-01,1.080404e+00,1.080404e+00,1.080880e+00,7.583727e-01
2.770000e-11,7.577093e-01,1.080404e+00,1.080404e+00,1.080881e+00,7.583189e-01
2.775000e-11,7.577034e-01,1.080404e+00,1.080404e+00,1.080882e+00,7.582633e-01
2.780000e-11,7.576980e-01,1.080403e+00,1.080403e+00,1.080882e+00,7.582071e-01
2.785000e-11,7.576931e-01,1.080402e+00,1.080402e+00,1.080881e+00,7.581517e-01
2.790000e-11,7.576886e-01,1.080400e+00,1.080400e+00,1.080880e+00,7.580982e-01
2.795000e-11,7.576846e-01,1.080398e+00,1.080398e+00,1.080878e+00,7.580480e-01
2.800000e-11,7.576809e-01,1.080396e+00,1.080396e+00,1.080876e+00,7.580019e-01
2.805000e-11,7.576776e-01,1.080394e+00,1.080394e+00,1.080873e+00,7.579611e-01
2.810000e-11,7.576745e-01,1.080391e+00,1.080391e+00,1.080870e+00,7.579264e-01
2.815000e-11,7.576717e-01,1.080388e+00,1.080388e+00,1.080866e+00,7.578983e-01
2.820000e-11,7.576691e-01,1.080384e+00,1.080384e+00,1.080862e+00,7.578773e-01
2.825000e-11,7.576665e-01,1.080381e+00,1.080381e+00,1.080858e+00,7.578638e-01
2.830000e-11,7.576640e-01,1.080378e+00,1.080378e+00,1.080854e+00,7.578578e-01
2.835000e-11,7.576615e-01,1.080375e+00,1.080375e+00,1.080850e+00,7.578593e-01
2.840000e-11,7.576589e-01,1.080372e+00,1.080372e+00,1.080846e+00,7.578678e-01
2.845000e-11,7.576562e-01,1.080369e+00,1.080369e+00,1.080842e+00,7.578830e-01
2.850000e-11,7.576532e-01,1.080366e+00,1.080366e+00,1.080838e+00,7.579042e-01
2.855000e-11,7.576500e-01,1.080364e+00,1.080364e+00,1.080835e+00,7.579307e-01
2.860000e-11,7.576465e-01,1.080362e+00,1.080362e+00,1.080831e+00,7.579615e-01
2.865000e-11,7.576427e-01,1.080360e+00,1.080360e+00,1.080828e+00,7.579956e-01
2.870000e-11,7.576385e-01,1.080358e+00,1.080358e+00,1.080825e+00,7.580320e-01
2.875000e-11,7.576339e-01,1.080357e+00,1.080357e+00,1.080823e+00,7.580696e-01
2.880000e-11,7.576289e-01,1.080356e+00,1.080356e+00,1.080821e+00,7.581072e-01
