time,"P(D0)","P(D1)","P(S)","P(Q)"
4.743800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.743900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.744000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.744100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.744200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.744300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.744400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.744500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.744600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.744700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.744800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.744900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.745000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.745100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.745200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.745300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.745400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.745500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.745600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.745700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.745800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.745900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.746000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.746100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.746200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.746300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.746400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.746500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.746600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.746700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.746800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.746900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.747000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.747100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.747200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.747300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.747400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.747500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.747600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.747700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.747800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.747900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.748000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.748100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.748200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.748300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.748400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.748500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.748600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.748700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.748800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.748900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.749000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.749100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.749200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.749300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.749400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.749500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.749600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.749700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.749800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.749900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.750000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.750100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.750200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.750300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.750400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.750500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.750600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.750700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.750800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.750900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.751000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.751100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.751200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.751300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.751400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.751500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.751600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.751700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.751800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.751900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.752000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.752100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.752200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.752300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.752400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.752500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.752600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.752700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.752800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.752900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.753000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.753100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.753200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.753300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.753400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.753500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.753600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.753700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.753800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.753900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.754000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.754100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.754200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.754300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.754400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.754500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.754600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.754700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.754800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.754900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.755000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.755100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.755200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.755300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.755400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.755500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.755600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.755700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.755800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.755900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.756000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.756100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.756200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.756300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.756400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.756500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.756600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.756700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.756800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.756900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.757000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.757100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.757200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.757300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.757400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.757500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.757600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.757700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.757800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.757900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.758000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.758100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.758200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.758300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.758400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.758500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.758600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.758700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.758800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.758900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.759000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.759100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.759200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.759300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.759400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.759500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.759600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.759700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.759800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.759900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.760000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.760100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.760200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.760300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.760400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.760500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.760600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.760700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.760800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.760900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.761000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.761100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.761200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.761300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.761400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.761500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.761600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.761700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.761800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.761900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.762000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.762100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.762200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.762300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.762400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.762500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.762600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.762700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.762800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.762900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.763000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.763100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.763200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.763300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.763400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.763500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.763600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.763700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.763800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.763900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.764000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.764100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.764200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.764300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.764400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.764500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.764600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.764700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.764800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.764900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.765000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.765100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.765200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.765300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.765400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.765500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.765600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.765700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.765800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.765900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.766000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.766100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.766200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.766300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.766400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.766500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.766600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.766700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.766800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.766900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.767000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.767100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.767200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.767300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.767400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.767500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.767600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.767700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.767800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.767900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.768000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.768100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.768200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.768300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.768400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.768500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.768600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.768700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.768800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.768900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.769000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.769100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.769200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.769300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.769400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.769500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.769600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.769700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.769800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.769900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.770000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.770100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.770200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.770300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.770400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.770500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.770600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.770700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.770800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.770900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.771000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.771100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.771200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.771300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.771400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.771500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.771600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.771700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.771800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.771900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.772000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.772100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.772200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.772300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.772400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.772500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.772600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.772700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.772800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.772900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.773000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.773100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.773200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.773300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.773400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.773500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.773600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.773700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.773800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.773900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.774000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.774100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.774200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.774300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.774400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.774500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.774600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.774700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.774800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.774900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.775000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.775100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.775200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.775300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.775400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.775500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.775600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.775700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.775800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.775900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.776000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.776100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.776200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.776300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.776400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.776500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.776600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.776700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.776800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.776900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.777000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.777100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.777200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.777300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.777400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.777500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.777600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.777700e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.777800e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.777900e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.778000e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.778100e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.778200e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.778300e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.778400e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.778500e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
4.778600e-10,1.992144e+01,1.359182e+01,1.359197e+01,2.619446e+01
