time,"V(A)","I(ROUT)","P(A)","P(OUT)"
3.460000e-12,5.701931e-05,4.736341e-07,5.091406e-01,4.948625e-01
3.470000e-12,5.711456e-05,4.737469e-07,5.108745e-01,4.966030e-01
3.480000e-12,5.720844e-05,4.738955e-07,5.126114e-01,4.983459e-01
3.490000e-12,5.730093e-05,4.740802e-07,5.143511e-01,5.000912e-01
3.500000e-12,5.739202e-05,4.743016e-07,5.160936e-01,5.018388e-01
3.510000e-12,5.748169e-05,4.745600e-07,5.178388e-01,5.035887e-01
3.520000e-12,5.756992e-05,4.748559e-07,5.195867e-01,5.053408e-01
3.530000e-12,5.765670e-05,4.751896e-07,5.213373e-01,5.070950e-01
3.540000e-12,5.774203e-05,4.755614e-07,5.230905e-01,5.088512e-01
3.550000e-12,5.782589e-05,4.759717e-07,5.248463e-01,5.106095e-01
3.560000e-12,5.790827e-05,4.764206e-07,5.266046e-01,5.123697e-01
3.570000e-12,5.798916e-05,4.769085e-07,5.283654e-01,5.141317e-01
3.580000e-12,5.806857e-05,4.774355e-07,5.301286e-01,5.158956e-01
3.590000e-12,5.814648e-05,4.780018e-07,5.318942e-01,5.176612e-01
3.600000e-12,5.822289e-05,4.786076e-07,5.336622e-01,5.194285e-01
3.610000e-12,5.829780e-05,4.792529e-07,5.354324e-01,5.211974e-01
3.620000e-12,5.837121e-05,4.799378e-07,5.372049e-01,5.229678e-01
3.630000e-12,5.844311e-05,4.806625e-07,5.389796e-01,5.247397e-01
3.640000e-12,5.851352e-05,4.814268e-07,5.407565e-01,5.265131e-01
3.650000e-12,5.858242e-05,4.822308e-07,5.425355e-01,5.282878e-01
3.660000e-12,5.864983e-05,4.830745e-07,5.443165e-01,5.300639e-01
3.670000e-12,5.871574e-05,4.839578e-07,5.460996e-01,5.318412e-01
3.680000e-12,5.878017e-05,4.848805e-07,5.478847e-01,5.336197e-01
3.690000e-12,5.884312e-05,4.858426e-07,5.496717e-01,5.353993e-01
3.700000e-12,5.890460e-05,4.868438e-07,5.514606e-01,5.371800e-01
3.710000e-12,5.896462e-05,4.878841e-07,5.532513e-01,5.389617e-01
3.720000e-12,5.902318e-05,4.889631e-07,5.550439e-01,5.407444e-01
3.730000e-12,5.908029e-05,4.900807e-07,5.568382e-01,5.425280e-01
3.740000e-12,5.913598e-05,4.912365e-07,5.586342e-01,5.443125e-01
3.750000e-12,5.919024e-05,4.924303e-07,5.604319e-01,5.460977e-01
3.760000e-12,5.924310e-05,4.936617e-07,5.622312e-01,5.478838e-01
3.770000e-12,5.929457e-05,4.949304e-07,5.640321e-01,5.496705e-01
3.780000e-12,5.934466e-05,4.962361e-07,5.658345e-01,5.514579e-01
3.790000e-12,5.939338e-05,4.975782e-07,5.676384e-01,5.532459e-01
3.800000e-12,5.944077e-05,4.989564e-07,5.694438e-01,5.550345e-01
3.810000e-12,5.948682e-05,5.003702e-07,5.712506e-01,5.568235e-01
3.820000e-12,5.953156e-05,5.018192e-07,5.730588e-01,5.586131e-01
3.830000e-12,5.957502e-05,5.033028e-07,5.748684e-01,5.604031e-01
3.840000e-12,5.961720e-05,5.048205e-07,5.766792e-01,5.621935e-01
3.850000e-12,5.965813e-05,5.063719e-07,5.784913e-01,5.639842e-01
3.860000e-12,5.969782e-05,5.079562e-07,5.803046e-01,5.657752e-01
3.870000e-12,5.973631e-05,5.095730e-07,5.821192e-01,5.675665e-01
3.880000e-12,5.977361e-05,5.112216e-07,5.839348e-01,5.693580e-01
3.890000e-12,5.980974e-05,5.129015e-07,5.857516e-01,5.711497e-01
3.900000e-12,5.984474e-05,5.146119e-07,5.875695e-01,5.729416e-01
3.910000e-12,5.987861e-05,5.163522e-07,5.893884e-01,5.747336e-01
3.920000e-12,5.991139e-05,5.181218e-07,5.912083e-01,5.765257e-01
3.930000e-12,5.994309e-05,5.199199e-07,5.930292e-01,5.783178e-01
3.940000e-12,5.997376e-05,5.217458e-07,5.948511e-01,5.801100e-01
3.950000e-12,6.000340e-05,5.235989e-07,5.966738e-01,5.819022e-01
3.960000e-12,6.003204e-05,5.254783e-07,5.984975e-01,5.836944e-01
3.970000e-12,6.005972e-05,5.273833e-07,6.003220e-01,5.854865e-01
3.980000e-12,6.008646e-05,5.293132e-07,6.021473e-01,5.872785e-01
3.990000e-12,6.011228e-05,5.312672e-07,6.039734e-01,5.890705e-01
4.000000e-12,6.013721e-05,5.332444e-07,6.058004e-01,5.908623e-01
4.010000e-12,6.016128e-05,5.352442e-07,6.076280e-01,5.926540e-01
4.020000e-12,6.018451e-05,5.372656e-07,6.094564e-01,5.944456e-01
4.030000e-12,6.020694e-05,5.393079e-07,6.112854e-01,5.962369e-01
4.040000e-12,6.022859e-05,5.413703e-07,6.131152e-01,5.980281e-01
4.050000e-12,6.024949e-05,5.434518e-07,6.149455e-01,5.998191e-01
4.060000e-12,6.026967e-05,5.455518e-07,6.167765e-01,6.016099e-01
4.070000e-12,6.028915e-05,5.476692e-07,6.186082e-01,6.034004e-01
4.080000e-12,6.030797e-05,5.498034e-07,6.204403e-01,6.051907e-01
4.090000e-12,6.032615e-05,5.519534e-07,6.222731e-01,6.069807e-01
4.100000e-12,6.034373e-05,5.541183e-07,6.241064e-01,6.087705e-01
4.110000e-12,6.036072e-05,5.562973e-07,6.259402e-01,6.105600e-01
4.120000e-12,6.037716e-05,5.584896e-07,6.277745e-01,6.123492e-01
4.130000e-12,6.039308e-05,5.606943e-07,6.296093e-01,6.141382e-01
4.140000e-12,6.040851e-05,5.629105e-07,6.314446e-01,6.159268e-01
4.150000e-12,6.042347e-05,5.651374e-07,6.332804e-01,6.177152e-01
4.160000e-12,6.043799e-05,5.673741e-07,6.351166e-01,6.195033e-01
4.170000e-12,6.045211e-05,5.696197e-07,6.369532e-01,6.212911e-01
4.180000e-12,6.046584e-05,5.718734e-07,6.387903e-01,6.230787e-01
4.190000e-12,6.047923e-05,5.741343e-07,6.406278e-01,6.248660e-01
4.200000e-12,6.049229e-05,5.764016e-07,6.424657e-01,6.266529e-01
4.210000e-12,6.050505e-05,5.786744e-07,6.443039e-01,6.284397e-01
4.220000e-12,6.051755e-05,5.809519e-07,6.461426e-01,6.302261e-01
4.230000e-12,6.052980e-05,5.832333e-07,6.479816e-01,6.320123e-01
4.240000e-12,6.054185e-05,5.855177e-07,6.498210e-01,6.337982e-01
4.250000e-12,6.055371e-05,5.878043e-07,6.516608e-01,6.355839e-01
4.260000e-12,6.056541e-05,5.900923e-07,6.535009e-01,6.373694e-01
4.270000e-12,6.057698e-05,5.923809e-07,6.553414e-01,6.391547e-01
4.280000e-12,6.058844e-05,5.946694e-07,6.571822e-01,6.409397e-01
4.290000e-12,6.059982e-05,5.969568e-07,6.590234e-01,6.427246e-01
4.300000e-12,6.061116e-05,5.992426e-07,6.608649e-01,6.445093e-01
4.310000e-12,6.062246e-05,6.015258e-07,6.627068e-01,6.462938e-01
4.320000e-12,6.063377e-05,6.038057e-07,6.645490e-01,6.480782e-01
4.330000e-12,6.064509e-05,6.060817e-07,6.663915e-01,6.498624e-01
4.340000e-12,6.065647e-05,6.083530e-07,6.682344e-01,6.516466e-01
4.350000e-12,6.066792e-05,6.106188e-07,6.700777e-01,6.534306e-01
4.360000e-12,6.067947e-05,6.128785e-07,6.719213e-01,6.552146e-01
4.370000e-12,6.069113e-05,6.151314e-07,6.737652e-01,6.569985e-01
4.380000e-12,6.070294e-05,6.173769e-07,6.756095e-01,6.587824e-01
4.390000e-12,6.071492e-05,6.196142e-07,6.774542e-01,6.605663e-01
4.400000e-12,6.072709e-05,6.218428e-07,6.792992e-01,6.623502e-01
4.410000e-12,6.073947e-05,6.240620e-07,6.811446e-01,6.641341e-01
4.420000e-12,6.075209e-05,6.262713e-07,6.829904e-01,6.659181e-01
4.430000e-12,6.076496e-05,6.284700e-07,6.848365e-01,6.677022e-01
4.440000e-12,6.077811e-05,6.306575e-07,6.866831e-01,6.694864e-01
4.450000e-12,6.079155e-05,6.328334e-07,6.885301e-01,6.712708e-01
4.460000e-12,6.080531e-05,6.349971e-07,6.903775e-01,6.730553e-01
4.470000e-12,6.081941e-05,6.371481e-07,6.922253e-01,6.748400e-01
4.480000e-12,6.083387e-05,6.392859e-07,6.940735e-01,6.766249e-01
4.490000e-12,6.084871e-05,6.414100e-07,6.959222e-01,6.784101e-01
4.500000e-12,6.086394e-05,6.435200e-07,6.977713e-01,6.801955e-01
4.510000e-12,6.087958e-05,6.456154e-07,6.996210e-01,6.819813e-01
4.520000e-12,6.089565e-05,6.476959e-07,7.014711e-01,6.837674e-01
4.530000e-12,6.091217e-05,6.497609e-07,7.033216e-01,6.855539e-01
4.540000e-12,6.092915e-05,6.518102e-07,7.051727e-01,6.873407e-01
4.550000e-12,6.094662e-05,6.538434e-07,7.070244e-01,6.891280e-01
4.560000e-12,6.096458e-05,6.558602e-07,7.088765e-01,6.909157e-01
4.570000e-12,6.098306e-05,6.578602e-07,7.107292e-01,6.927040e-01
4.580000e-12,6.100206e-05,6.598432e-07,7.125825e-01,6.944927e-01
4.590000e-12,6.102160e-05,6.618088e-07,7.144364e-01,6.962821e-01
4.600000e-12,6.104170e-05,6.637569e-07,7.162909e-01,6.980720e-01
4.610000e-12,6.106237e-05,6.656872e-07,7.181460e-01,6.998625e-01
4.620000e-12,6.108363e-05,6.675995e-07,7.200017e-01,7.016537e-01
4.630000e-12,6.110547e-05,6.694936e-07,7.218581e-01,7.034455e-01
4.640000e-12,6.112793e-05,6.713693e-07,7.237151e-01,7.052381e-01
4.650000e-12,6.115101e-05,6.732265e-07,7.255729e-01,7.070314e-01
4.660000e-12,6.117472e-05,6.750652e-07,7.274313e-01,7.088255e-01
4.670000e-12,6.119907e-05,6.768851e-07,7.292905e-01,7.106204e-01
4.680000e-12,6.122407e-05,6.786862e-07,7.311505e-01,7.124162e-01
4.690000e-12,6.124974e-05,6.804684e-07,7.330112e-01,7.142129e-01
4.700000e-12,6.127607e-05,6.822317e-07,7.348727e-01,7.160105e-01
4.710000e-12,6.130310e-05,6.839761e-07,7.367350e-01,7.178090e-01
4.720000e-12,6.133081e-05,6.857016e-07,7.385981e-01,7.196085e-01
4.730000e-12,6.135922e-05,6.874081e-07,7.404621e-01,7.214090e-01
4.740000e-12,6.138834e-05,6.890958e-07,7.423270e-01,7.232106e-01
4.750000e-12,6.141817e-05,6.907647e-07,7.441928e-01,7.250133e-01
4.760000e-12,6.144872e-05,6.924149e-07,7.460594e-01,7.268170e-01
4.770000e-12,6.148001e-05,6.940464e-07,7.479271e-01,7.286220e-01
4.780000e-12,6.151202e-05,6.956595e-07,7.497956e-01,7.304281e-01
4.790000e-12,6.154478e-05,6.972541e-07,7.516652e-01,7.322354e-01
4.800000e-12,6.157829e-05,6.988306e-07,7.535358e-01,7.340440e-01
4.810000e-12,6.161255e-05,7.003890e-07,7.554074e-01,7.358538e-01
4.820000e-12,6.164756e-05,7.019296e-07,7.572800e-01,7.376650e-01
4.830000e-12,6.168334e-05,7.034526e-07,7.591538e-01,7.394775e-01
4.840000e-12,6.171988e-05,7.049581e-07,7.610286e-01,7.412913e-01
4.850000e-12,6.175719e-05,7.064465e-07,7.629046e-01,7.431066e-01
4.860000e-12,6.179527e-05,7.079180e-07,7.647817e-01,7.449233e-01
4.870000e-12,6.183413e-05,7.093729e-07,7.666599e-01,7.467415e-01
4.880000e-12,6.187376e-05,7.108115e-07,7.685394e-01,7.485612e-01
4.890000e-12,6.191418e-05,7.122340e-07,7.704201e-01,7.503824e-01
4.900000e-12,6.195538e-05,7.136409e-07,7.723020e-01,7.522052e-01
4.910000e-12,6.199736e-05,7.150324e-07,7.741852e-01,7.540296e-01
4.920000e-12,6.204013e-05,7.164090e-07,7.760696e-01,7.558556e-01
4.930000e-12,6.208368e-05,7.177709e-07,7.779554e-01,7.576832e-01
4.940000e-12,6.212802e-05,7.191185e-07,7.798425e-01,7.595125e-01
4.950000e-12,6.217315e-05,7.204524e-07,7.817310e-01,7.613435e-01
4.960000e-12,6.221907e-05,7.217727e-07,7.836209e-01,7.631762e-01
4.970000e-12,6.226578e-05,7.230801e-07,7.855121e-01,7.650107e-01
4.980000e-12,6.231327e-05,7.243749e-07,7.874048e-01,7.668470e-01
4.990000e-12,6.236155e-05,7.256576e-07,7.892990e-01,7.686851e-01
5.000000e-12,6.241062e-05,7.269285e-07,7.911946e-01,7.705250e-01
5.010000e-12,5.195574e-05,7.281615e-07,7.928789e-01,7.721546e-01
5.020000e-12,5.547247e-05,7.293838e-07,7.945641e-01,7.737853e-01
5.030000e-12,5.547372e-05,7.305955e-07,7.962495e-01,7.754166e-01
5.040000e-12,5.545619e-05,7.317971e-07,7.979347e-01,7.770481e-01
5.050000e-12,5.541980e-05,7.329889e-07,7.996191e-01,7.786792e-01
5.060000e-12,5.536458e-05,7.341710e-07,8.013020e-01,7.803092e-01
5.070000e-12,5.529061e-05,7.353439e-07,8.029830e-01,7.819376e-01
5.080000e-12,5.519802e-05,7.365079e-07,8.046615e-01,7.835640e-01
5.090000e-12,5.508694e-05,7.376633e-07,8.063369e-01,7.851876e-01
5.100000e-12,5.495752e-05,7.388104e-07,8.080086e-01,7.868079e-01
5.110000e-12,5.480991e-05,7.399495e-07,8.096761e-01,7.884245e-01
5.120000e-12,5.464431e-05,7.410809e-07,8.113389e-01,7.900367e-01
5.130000e-12,5.446090e-05,7.422051e-07,8.129964e-01,7.916440e-01
5.140000e-12,5.425987e-05,7.433223e-07,8.146480e-01,7.932458e-01
5.150000e-12,5.404145e-05,7.444328e-07,8.162933e-01,7.948417e-01
5.160000e-12,5.380586e-05,7.455370e-07,8.179316e-01,7.964311e-01
5.170000e-12,5.355333e-05,7.466353e-07,8.195626e-01,7.980135e-01
5.180000e-12,5.328410e-05,7.477278e-07,8.211856e-01,7.995884e-01
5.190000e-12,5.299844e-05,7.488151e-07,8.228002e-01,8.011553e-01
5.200000e-12,5.269661e-05,7.498972e-07,8.244058e-01,8.027137e-01
5.210000e-12,5.237888e-05,7.509747e-07,8.260021e-01,8.042631e-01
5.220000e-12,5.204553e-05,7.520478e-07,8.275885e-01,8.058029e-01
5.230000e-12,5.169685e-05,7.531167e-07,8.291645e-01,8.073329e-01
5.240000e-12,5.133315e-05,7.541818e-07,8.307296e-01,8.088524e-01
5.250000e-12,5.095471e-05,7.552433e-07,8.322836e-01,8.103611e-01
5.260000e-12,5.056187e-05,7.563016e-07,8.338258e-01,8.118585e-01
5.270000e-12,5.015493e-05,7.573567e-07,8.353558e-01,8.133441e-01
5.280000e-12,4.973421e-05,7.584091e-07,8.368733e-01,8.148176e-01
5.290000e-12,4.930006e-05,7.594590e-07,8.383778e-01,8.162785e-01
5.300000e-12,4.885279e-05,7.605065e-07,8.398689e-01,8.177264e-01
5.310000e-12,4.839276e-05,7.615518e-07,8.413462e-01,8.191610e-01
5.320000e-12,4.792030e-05,7.625952e-07,8.428094e-01,8.205818e-01
5.330000e-12,4.743576e-05,7.636368e-07,8.442580e-01,8.219884e-01
5.340000e-12,4.693950e-05,7.646768e-07,8.456917e-01,8.233806e-01
5.350000e-12,4.643187e-05,7.657153e-07,8.471102e-01,8.247580e-01
5.360000e-12,4.591322e-05,7.667525e-07,8.485131e-01,8.261201e-01
5.370000e-12,4.538393e-05,7.677884e-07,8.499000e-01,8.274668e-01
5.380000e-12,4.484434e-05,7.688232e-07,8.512708e-01,8.287976e-01
5.390000e-12,4.429484e-05,7.698569e-07,8.526249e-01,8.301123e-01
5.400000e-12,4.373577e-05,7.708896e-07,8.539623e-01,8.314106e-01
5.410000e-12,4.316752e-05,7.719212e-07,8.552825e-01,8.326921e-01
5.420000e-12,4.259044e-05,7.729519e-07,8.565853e-01,8.339567e-01
5.430000e-12,4.200492e-05,7.739817e-07,8.578705e-01,8.352040e-01
5.440000e-12,4.141132e-05,7.750104e-07,8.591377e-01,8.364337e-01
5.450000e-12,4.081001e-05,7.760380e-07,8.603868e-01,8.376458e-01
5.460000e-12,4.020136e-05,7.770645e-07,8.616176e-01,8.388399e-01
5.470000e-12,3.958574e-05,7.780898e-07,8.628297e-01,8.400158e-01
5.480000e-12,3.896353e-05,7.791137e-07,8.640230e-01,8.411733e-01
5.490000e-12,3.833509e-05,7.801361e-07,8.651973e-01,8.423122e-01
5.500000e-12,3.770078e-05,7.811570e-07,8.663525e-01,8.434323e-01
5.510000e-12,3.706098e-05,7.821760e-07,8.674883e-01,8.445335e-01
5.520000e-12,3.641606e-05,7.831929e-07,8.686045e-01,8.456157e-01
5.530000e-12,3.576636e-05,7.842076e-07,8.697012e-01,8.466785e-01
5.540000e-12,3.511226e-05,7.852199e-07,8.707780e-01,8.477220e-01
5.550000e-12,3.445411e-05,7.862293e-07,8.718348e-01,8.487460e-01
5.560000e-12,3.379227e-05,7.872356e-07,8.728716e-01,8.497503e-01
5.570000e-12,3.312709e-05,7.882386e-07,8.738883e-01,8.507349e-01
5.580000e-12,3.245893e-05,7.892378e-07,8.748847e-01,8.516997e-01
5.590000e-12,3.178813e-05,7.902330e-07,8.758608e-01,8.526446e-01
5.600000e-12,3.111503e-05,7.912236e-07,8.768164e-01,8.535695e-01
5.610000e-12,3.043999e-05,7.922093e-07,8.777516e-01,8.544744e-01
5.620000e-12,2.976332e-05,7.931896e-07,8.786662e-01,8.553592e-01
5.630000e-12,2.908538e-05,7.941642e-07,8.795603e-01,8.562238e-01
5.640000e-12,2.840649e-05,7.951325e-07,8.804337e-01,8.570683e-01
5.650000e-12,2.772698e-05,7.960939e-07,8.812865e-01,8.578927e-01
5.660000e-12,2.704716e-05,7.970481e-07,8.821187e-01,8.586968e-01
5.670000e-12,2.636736e-05,7.979944e-07,8.829302e-01,8.594808e-01
5.680000e-12,2.568790e-05,7.989322e-07,8.837211e-01,8.602446e-01
5.690000e-12,2.500907e-05,7.998610e-07,8.844913e-01,8.609883e-01
5.700000e-12,2.433118e-05,8.007802e-07,8.852409e-01,8.617118e-01
5.710000e-12,2.365454e-05,8.016891e-07,8.859699e-01,8.624153e-01
5.720000e-12,2.297944e-05,8.025871e-07,8.866784e-01,8.630987e-01
5.730000e-12,2.230617e-05,8.034734e-07,8.873665e-01,8.637621e-01
5.740000e-12,2.163501e-05,8.043475e-07,8.880341e-01,8.644057e-01
5.750000e-12,2.096625e-05,8.052085e-07,8.886813e-01,8.650294e-01
5.760000e-12,2.030015e-05,8.060558e-07,8.893083e-01,8.656334e-01
5.770000e-12,1.963700e-05,8.068887e-07,8.899151e-01,8.662178e-01
5.780000e-12,1.897704e-05,8.077062e-07,8.905017e-01,8.667826e-01
5.790000e-12,1.832055e-05,8.085077e-07,8.910684e-01,8.673279e-01
5.800000e-12,1.766777e-05,8.092924e-07,8.916152e-01,8.678540e-01
5.810000e-12,1.701895e-05,8.100594e-07,8.921422e-01,8.683608e-01
5.820000e-12,1.637433e-05,8.108079e-07,8.926496e-01,8.688486e-01
5.830000e-12,1.573416e-05,8.115370e-07,8.931374e-01,8.693175e-01
5.840000e-12,1.509866e-05,8.122460e-07,8.936059e-01,8.697677e-01
5.850000e-12,1.446805e-05,8.129339e-07,8.940551e-01,8.701992e-01
5.860000e-12,1.384256e-05,8.135998e-07,8.944853e-01,8.706123e-01
5.870000e-12,1.322240e-05,8.142428e-07,8.948965e-01,8.710071e-01
5.880000e-12,1.260777e-05,8.148621e-07,8.952890e-01,8.713838e-01
5.890000e-12,1.199889e-05,8.154567e-07,8.956628e-01,8.717426e-01
5.900000e-12,1.139594e-05,8.160257e-07,8.960183e-01,8.720836e-01
5.910000e-12,1.079911e-05,8.165681e-07,8.963556e-01,8.724072e-01
5.920000e-12,1.020859e-05,8.170830e-07,8.966748e-01,8.727134e-01
5.930000e-12,9.624566e-06,8.175694e-07,8.969761e-01,8.730025e-01
5.940000e-12,9.047198e-06,8.180264e-07,8.972599e-01,8.732747e-01
5.950000e-12,8.476658e-06,8.184530e-07,8.975262e-01,8.735302e-01
5.960000e-12,7.913105e-06,8.188482e-07,8.977752e-01,8.737692e-01
5.970000e-12,7.356695e-06,8.192110e-07,8.980073e-01,8.739920e-01
5.980000e-12,6.807576e-06,8.195406e-07,8.982225e-01,8.741988e-01
5.990000e-12,6.265893e-06,8.198358e-07,8.984212e-01,8.743898e-01
6.000000e-12,5.731783e-06,8.200957e-07,8.986035e-01,8.745653e-01
6.010000e-12,5.205376e-06,8.203193e-07,8.987697e-01,8.747255e-01
6.020000e-12,4.686799e-06,8.205057e-07,8.989201e-01,8.748707e-01
6.030000e-12,4.176171e-06,8.206538e-07,8.990548e-01,8.750012e-01
6.040000e-12,3.673607e-06,8.207627e-07,8.991741e-01,8.751171e-01
6.050000e-12,3.179215e-06,8.208313e-07,8.992783e-01,8.752188e-01
6.060000e-12,2.693099e-06,8.208588e-07,8.993676e-01,8.753064e-01
6.070000e-12,2.215354e-06,8.208441e-07,8.994422e-01,8.753804e-01
6.080000e-12,1.746073e-06,8.207862e-07,8.995025e-01,8.754409e-01
6.090000e-12,1.285342e-06,8.206843e-07,8.995486e-01,8.754883e-01
6.100000e-12,8.332407e-07,8.205374e-07,8.995808e-01,8.755227e-01
6.110000e-12,3.898441e-07,8.203444e-07,8.995995e-01,8.755445e-01
6.120000e-12,-4.477823e-08,8.201045e-07,8.996048e-01,8.755540e-01
6.130000e-12,-4.705622e-07,8.198168e-07,8.995970e-01,8.755515e-01
6.140000e-12,-8.874492e-07,8.194803e-07,8.995765e-01,8.755372e-01
6.150000e-12,-1.295386e-06,8.190942e-07,8.995434e-01,8.755113e-01
6.160000e-12,-1.694324e-06,8.186575e-07,8.994980e-01,8.754743e-01
6.170000e-12,-2.084220e-06,8.181695e-07,8.994407e-01,8.754264e-01
6.180000e-12,-2.465037e-06,8.176291e-07,8.993716e-01,8.753679e-01
6.190000e-12,-2.836742e-06,8.170356e-07,8.992911e-01,8.752991e-01
6.200000e-12,-3.199306e-06,8.163882e-07,8.991995e-01,8.752202e-01
6.210000e-12,-3.552708e-06,8.156860e-07,8.990970e-01,8.751316e-01
6.220000e-12,-3.896930e-06,8.149282e-07,8.989839e-01,8.750335e-01
6.230000e-12,-4.231957e-06,8.141142e-07,8.988605e-01,8.749263e-01
6.240000e-12,-4.557783e-06,8.132430e-07,8.987270e-01,8.748103e-01
6.250000e-12,-4.874402e-06,8.123141e-07,8.985838e-01,8.746857e-01
6.260000e-12,-5.181817e-06,8.113266e-07,8.984310e-01,8.745528e-01
6.270000e-12,-5.480032e-06,8.102800e-07,8.982691e-01,8.744119e-01
6.280000e-12,-5.769058e-06,8.091735e-07,8.980983e-01,8.742634e-01
6.290000e-12,-6.048909e-06,8.080064e-07,8.979188e-01,8.741075e-01
6.300000e-12,-6.319604e-06,8.067783e-07,8.977310e-01,8.739445e-01
6.310000e-12,-6.581165e-06,8.054884e-07,8.975351e-01,8.737747e-01
6.320000e-12,-6.833620e-06,8.041363e-07,8.973313e-01,8.735983e-01
6.330000e-12,-7.077000e-06,8.027214e-07,8.971200e-01,8.734158e-01
6.340000e-12,-7.311340e-06,8.012431e-07,8.969015e-01,8.732273e-01
6.350000e-12,-7.536680e-06,7.997011e-07,8.966760e-01,8.730332e-01
6.360000e-12,-7.753062e-06,7.980948e-07,8.964438e-01,8.728337e-01
6.370000e-12,-7.960534e-06,7.964238e-07,8.962051e-01,8.726291e-01
6.380000e-12,-8.159146e-06,7.946878e-07,8.959603e-01,8.724197e-01
6.390000e-12,-8.348952e-06,7.928864e-07,8.957096e-01,8.722058e-01
6.400000e-12,-8.530010e-06,7.910192e-07,8.954532e-01,8.719876e-01
6.410000e-12,-8.702381e-06,7.890860e-07,8.951914e-01,8.717655e-01
6.420000e-12,-8.866130e-06,7.870865e-07,8.949246e-01,8.715397e-01
6.430000e-12,-9.021324e-06,7.850204e-07,8.946529e-01,8.713104e-01
6.440000e-12,-9.168036e-06,7.828876e-07,8.943766e-01,8.710780e-01
6.450000e-12,-9.306338e-06,7.806880e-07,8.940960e-01,8.708427e-01
6.460000e-12,-9.436309e-06,7.784213e-07,8.938113e-01,8.706048e-01
6.470000e-12,-9.558029e-06,7.760875e-07,8.935228e-01,8.703645e-01
6.480000e-12,-9.671580e-06,7.736866e-07,8.932307e-01,8.701221e-01
6.490000e-12,-9.777049e-06,7.712184e-07,8.929353e-01,8.698778e-01
6.500000e-12,-9.874525e-06,7.686831e-07,8.926368e-01,8.696319e-01
6.510000e-12,-9.964098e-06,7.660807e-07,8.923355e-01,8.693846e-01
6.520000e-12,-1.004586e-05,7.634113e-07,8.920315e-01,8.691362e-01
6.530000e-12,-1.011992e-05,7.606749e-07,8.917252e-01,8.688869e-01
6.540000e-12,-1.018635e-05,7.578719e-07,8.914168e-01,8.686370e-01
6.550000e-12,-1.024528e-05,7.550022e-07,8.911064e-01,8.683867e-01
6.560000e-12,-1.029680e-05,7.520663e-07,8.907944e-01,8.681361e-01
6.570000e-12,-1.034101e-05,7.490644e-07,8.904809e-01,8.678857e-01
6.580000e-12,-1.037803e-05,7.459967e-07,8.901662e-01,8.676354e-01
6.590000e-12,-1.040795e-05,7.428637e-07,8.898504e-01,8.673857e-01
6.600000e-12,-1.043090e-05,7.396658e-07,8.895339e-01,8.671366e-01
6.610000e-12,-1.044699e-05,7.364033e-07,8.892167e-01,8.668885e-01
6.620000e-12,-1.045633e-05,7.330767e-07,8.888992e-01,8.666415e-01
6.630000e-12,-1.045904e-05,7.296865e-07,8.885815e-01,8.663957e-01
6.640000e-12,-1.045523e-05,7.262333e-07,8.882638e-01,8.661515e-01
6.650000e-12,-1.044502e-05,7.227177e-07,8.879463e-01,8.659090e-01
6.660000e-12,-1.042854e-05,7.191402e-07,8.876293e-01,8.656683e-01
6.670000e-12,-1.040591e-05,7.155015e-07,8.873128e-01,8.654298e-01
6.680000e-12,-1.037724e-05,7.118023e-07,8.869971e-01,8.651935e-01
6.690000e-12,-1.034267e-05,7.080434e-07,8.866823e-01,8.649596e-01
6.700000e-12,-1.030232e-05,7.042255e-07,8.863687e-01,8.647283e-01
6.710000e-12,-1.025631e-05,7.003494e-07,8.860564e-01,8.644998e-01
6.720000e-12,-1.020477e-05,6.964159e-07,8.857456e-01,8.642742e-01
6.730000e-12,-1.014784e-05,6.924259e-07,8.854364e-01,8.640517e-01
6.740000e-12,-1.008563e-05,6.883804e-07,8.851291e-01,8.638324e-01
6.750000e-12,-1.001828e-05,6.842802e-07,8.848237e-01,8.636166e-01
6.760000e-12,-9.945912e-06,6.801263e-07,8.845204e-01,8.634042e-01
6.770000e-12,-9.868666e-06,6.759198e-07,8.842194e-01,8.631956e-01
6.780000e-12,-9.786668e-06,6.716617e-07,8.839208e-01,8.629907e-01
6.790000e-12,-9.700049e-06,6.673530e-07,8.836248e-01,8.627897e-01
6.800000e-12,-9.608941e-06,6.629950e-07,8.833315e-01,8.625929e-01
6.810000e-12,-9.513475e-06,6.585886e-07,8.830410e-01,8.624002e-01
6.820000e-12,-9.413783e-06,6.541352e-07,8.827535e-01,8.622118e-01
6.830000e-12,-9.309996e-06,6.496358e-07,8.824690e-01,8.620278e-01
6.840000e-12,-9.202247e-06,6.450918e-07,8.821878e-01,8.618483e-01
6.850000e-12,-9.090666e-06,6.405044e-07,8.819099e-01,8.616734e-01
6.860000e-12,-8.975386e-06,6.358749e-07,8.816355e-01,8.615032e-01
6.870000e-12,-8.856537e-06,6.312046e-07,8.813646e-01,8.613379e-01
6.880000e-12,-8.734251e-06,6.264948e-07,8.810974e-01,8.611774e-01
6.890000e-12,-8.608659e-06,6.217470e-07,8.808339e-01,8.610219e-01
6.900000e-12,-8.479889e-06,6.169625e-07,8.805743e-01,8.608715e-01
