time,"V(A)","I(L4|XLOADINA)","I(RL|XSTORAGE)","V(Q)"
3.480000e-12,4.822624e-05,1.019059e-05,3.945751e-05,1.972875e-05
3.490000e-12,4.829542e-05,1.021910e-05,3.953873e-05,1.976937e-05
3.500000e-12,4.836344e-05,1.024764e-05,3.961953e-05,1.980976e-05
3.510000e-12,4.843027e-05,1.027621e-05,3.969988e-05,1.984994e-05
3.520000e-12,4.849593e-05,1.030480e-05,3.977979e-05,1.988990e-05
3.530000e-12,4.856041e-05,1.033342e-05,3.985926e-05,1.992963e-05
3.540000e-12,4.862370e-05,1.036206e-05,3.993829e-05,1.996915e-05
3.550000e-12,4.868580e-05,1.039073e-05,4.001688e-05,2.000844e-05
3.560000e-12,4.874672e-05,1.041942e-05,4.009502e-05,2.004751e-05
3.570000e-12,4.880645e-05,1.044813e-05,4.017271e-05,2.008635e-05
3.580000e-12,4.886500e-05,1.047686e-05,4.024995e-05,2.012498e-05
3.590000e-12,4.892236e-05,1.050561e-05,4.032675e-05,2.016338e-05
3.600000e-12,4.897855e-05,1.053437e-05,4.040310e-05,2.020155e-05
3.610000e-12,4.903356e-05,1.056316e-05,4.047901e-05,2.023951e-05
3.620000e-12,4.908740e-05,1.059196e-05,4.055447e-05,2.027724e-05
3.630000e-12,4.914007e-05,1.062078e-05,4.062949e-05,2.031474e-05
3.640000e-12,4.919159e-05,1.064961e-05,4.070406e-05,2.035203e-05
3.650000e-12,4.924195e-05,1.067846e-05,4.077819e-05,2.038910e-05
3.660000e-12,4.929118e-05,1.070731e-05,4.085189e-05,2.042594e-05
3.670000e-12,4.933926e-05,1.073619e-05,4.092514e-05,2.046257e-05
3.680000e-12,4.938622e-05,1.076507e-05,4.099796e-05,2.049898e-05
3.690000e-12,4.943207e-05,1.079396e-05,4.107035e-05,2.053518e-05
3.700000e-12,4.947681e-05,1.082286e-05,4.114231e-05,2.057116e-05
3.710000e-12,4.952045e-05,1.085177e-05,4.121385e-05,2.060692e-05
3.720000e-12,4.956301e-05,1.088069e-05,4.128496e-05,2.064248e-05
3.730000e-12,4.960451e-05,1.090961e-05,4.135565e-05,2.067782e-05
3.740000e-12,4.964494e-05,1.093854e-05,4.142593e-05,2.071296e-05
3.750000e-12,4.968434e-05,1.096747e-05,4.149579e-05,2.074790e-05
3.760000e-12,4.972270e-05,1.099641e-05,4.156525e-05,2.078263e-05
3.770000e-12,4.976005e-05,1.102535e-05,4.163431e-05,2.081715e-05
3.780000e-12,4.979640e-05,1.105430e-05,4.170297e-05,2.085148e-05
3.790000e-12,4.983176e-05,1.108324e-05,4.177124e-05,2.088562e-05
3.800000e-12,4.986616e-05,1.111219e-05,4.183912e-05,2.091956e-05
3.810000e-12,4.989961e-05,1.114113e-05,4.190661e-05,2.095331e-05
3.820000e-12,4.993212e-05,1.117008e-05,4.197373e-05,2.098687e-05
3.830000e-12,4.996372e-05,1.119902e-05,4.204048e-05,2.102024e-05
3.840000e-12,4.999442e-05,1.122797e-05,4.210687e-05,2.105343e-05
3.850000e-12,5.002424e-05,1.125690e-05,4.217289e-05,2.108645e-05
3.860000e-12,5.005319e-05,1.128584e-05,4.223856e-05,2.111928e-05
3.870000e-12,5.008130e-05,1.131477e-05,4.230388e-05,2.115194e-05
3.880000e-12,5.010859e-05,1.134370e-05,4.236887e-05,2.118443e-05
3.890000e-12,5.013507e-05,1.137262e-05,4.243351e-05,2.121676e-05
3.900000e-12,5.016076e-05,1.140153e-05,4.249783e-05,2.124891e-05
3.910000e-12,5.018569e-05,1.143044e-05,4.256183e-05,2.128091e-05
3.920000e-12,5.020987e-05,1.145934e-05,4.262551e-05,2.131275e-05
3.930000e-12,5.023333e-05,1.148824e-05,4.268888e-05,2.134444e-05
3.940000e-12,5.025609e-05,1.151712e-05,4.275195e-05,2.137598e-05
3.950000e-12,5.027815e-05,1.154600e-05,4.281473e-05,2.140736e-05
3.960000e-12,5.029956e-05,1.157486e-05,4.287722e-05,2.143861e-05
3.970000e-12,5.032032e-05,1.160372e-05,4.293943e-05,2.146971e-05
3.980000e-12,5.034047e-05,1.163256e-05,4.300136e-05,2.150068e-05
3.990000e-12,5.036001e-05,1.166140e-05,4.306303e-05,2.153152e-05
4.000000e-12,5.037897e-05,1.169022e-05,4.312444e-05,2.156222e-05
4.010000e-12,5.039738e-05,1.171903e-05,4.318560e-05,2.159280e-05
4.020000e-12,5.041525e-05,1.174783e-05,4.324651e-05,2.162326e-05
4.030000e-12,5.043261e-05,1.177661e-05,4.330719e-05,2.165359e-05
4.040000e-12,5.044947e-05,1.180539e-05,4.336763e-05,2.168382e-05
4.050000e-12,5.046587e-05,1.183414e-05,4.342785e-05,2.171393e-05
4.060000e-12,5.048181e-05,1.186289e-05,4.348786e-05,2.174393e-05
4.070000e-12,5.049733e-05,1.189162e-05,4.354766e-05,2.177383e-05
4.080000e-12,5.051243e-05,1.192034e-05,4.360725e-05,2.180363e-05
4.090000e-12,5.052716e-05,1.194904e-05,4.366666e-05,2.183333e-05
4.100000e-12,5.054152e-05,1.197772e-05,4.372587e-05,2.186293e-05
4.110000e-12,5.055554e-05,1.200639e-05,4.378490e-05,2.189245e-05
4.120000e-12,5.056923e-05,1.203505e-05,4.384377e-05,2.192188e-05
4.130000e-12,5.058263e-05,1.206369e-05,4.390246e-05,2.195123e-05
4.140000e-12,5.059575e-05,1.209231e-05,4.396100e-05,2.198050e-05
4.150000e-12,5.060861e-05,1.212092e-05,4.401938e-05,2.200969e-05
4.160000e-12,5.062123e-05,1.214951e-05,4.407762e-05,2.203881e-05
4.170000e-12,5.063364e-05,1.217808e-05,4.413572e-05,2.206786e-05
4.180000e-12,5.064585e-05,1.220664e-05,4.419369e-05,2.209684e-05
4.190000e-12,5.065788e-05,1.223518e-05,4.425153e-05,2.212576e-05
4.200000e-12,5.066976e-05,1.226370e-05,4.430925e-05,2.215462e-05
4.210000e-12,5.068150e-05,1.229221e-05,4.436686e-05,2.218343e-05
4.220000e-12,5.069313e-05,1.232070e-05,4.442436e-05,2.221218e-05
4.230000e-12,5.070466e-05,1.234917e-05,4.448177e-05,2.224088e-05
4.240000e-12,5.071611e-05,1.237763e-05,4.453908e-05,2.226954e-05
4.250000e-12,5.072751e-05,1.240607e-05,4.459630e-05,2.229815e-05
4.260000e-12,5.073886e-05,1.243449e-05,4.465343e-05,2.232672e-05
4.270000e-12,5.075020e-05,1.246289e-05,4.471050e-05,2.235525e-05
4.280000e-12,5.076153e-05,1.249128e-05,4.476749e-05,2.238374e-05
4.290000e-12,5.077288e-05,1.251965e-05,4.482441e-05,2.241221e-05
4.300000e-12,5.078426e-05,1.254800e-05,4.488128e-05,2.244064e-05
4.310000e-12,5.079570e-05,1.257633e-05,4.493809e-05,2.246904e-05
4.320000e-12,5.080720e-05,1.260465e-05,4.499485e-05,2.249743e-05
4.330000e-12,5.081879e-05,1.263295e-05,4.505157e-05,2.252578e-05
4.340000e-12,5.083049e-05,1.266124e-05,4.510824e-05,2.255412e-05
4.350000e-12,5.084230e-05,1.268951e-05,4.516488e-05,2.258244e-05
4.360000e-12,5.085425e-05,1.271776e-05,4.522149e-05,2.261075e-05
4.370000e-12,5.086635e-05,1.274599e-05,4.527808e-05,2.263904e-05
4.380000e-12,5.087861e-05,1.277421e-05,4.533464e-05,2.266732e-05
4.390000e-12,5.089106e-05,1.280242e-05,4.539118e-05,2.269559e-05
4.400000e-12,5.090370e-05,1.283060e-05,4.544771e-05,2.272386e-05
4.410000e-12,5.091656e-05,1.285878e-05,4.550423e-05,2.275212e-05
4.420000e-12,5.092964e-05,1.288693e-05,4.556075e-05,2.278037e-05
4.430000e-12,5.094297e-05,1.291507e-05,4.561726e-05,2.280863e-05
4.440000e-12,5.095655e-05,1.294320e-05,4.567377e-05,2.283688e-05
4.450000e-12,5.097039e-05,1.297131e-05,4.573028e-05,2.286514e-05
4.460000e-12,5.098452e-05,1.299941e-05,4.578680e-05,2.289340e-05
4.470000e-12,5.099893e-05,1.302750e-05,4.584333e-05,2.292167e-05
4.480000e-12,5.101366e-05,1.305557e-05,4.589988e-05,2.294994e-05
4.490000e-12,5.102870e-05,1.308362e-05,4.595643e-05,2.297822e-05
4.500000e-12,5.104407e-05,1.311167e-05,4.601301e-05,2.300650e-05
4.510000e-12,5.105978e-05,1.313970e-05,4.606960e-05,2.303480e-05
4.520000e-12,5.107584e-05,1.316772e-05,4.612622e-05,2.306311e-05
4.530000e-12,5.109227e-05,1.319573e-05,4.618286e-05,2.309143e-05
4.540000e-12,5.110906e-05,1.322372e-05,4.623953e-05,2.311976e-05
4.550000e-12,5.112624e-05,1.325170e-05,4.629622e-05,2.314811e-05
4.560000e-12,5.114382e-05,1.327968e-05,4.635294e-05,2.317647e-05
4.570000e-12,5.116179e-05,1.330764e-05,4.640970e-05,2.320485e-05
4.580000e-12,5.118018e-05,1.333559e-05,4.646648e-05,2.323324e-05
4.590000e-12,5.119899e-05,1.336353e-05,4.652330e-05,2.326165e-05
4.600000e-12,5.121822e-05,1.339147e-05,4.658015e-05,2.329008e-05
4.610000e-12,5.123789e-05,1.341939e-05,4.663704e-05,2.331852e-05
4.620000e-12,5.125801e-05,1.344731e-05,4.669396e-05,2.334698e-05
4.630000e-12,5.127857e-05,1.347521e-05,4.675092e-05,2.337546e-05
4.640000e-12,5.129960e-05,1.350311e-05,4.680791e-05,2.340396e-05
4.650000e-12,5.132109e-05,1.353100e-05,4.686494e-05,2.343247e-05
4.660000e-12,5.134305e-05,1.355889e-05,4.692201e-05,2.346101e-05
4.670000e-12,5.136549e-05,1.358677e-05,4.697912e-05,2.348956e-05
4.680000e-12,5.138842e-05,1.361464e-05,4.703626e-05,2.351813e-05
4.690000e-12,5.141183e-05,1.364251e-05,4.709344e-05,2.354672e-05
4.700000e-12,5.143574e-05,1.367037e-05,4.715065e-05,2.357533e-05
4.710000e-12,5.146015e-05,1.369823e-05,4.720790e-05,2.360395e-05
4.720000e-12,5.148507e-05,1.372609e-05,4.726519e-05,2.363260e-05
4.730000e-12,5.151049e-05,1.375394e-05,4.732251e-05,2.366126e-05
4.740000e-12,5.153643e-05,1.378178e-05,4.737987e-05,2.368993e-05
4.750000e-12,5.156289e-05,1.380963e-05,4.743726e-05,2.371863e-05
4.760000e-12,5.158986e-05,1.383747e-05,4.749468e-05,2.374734e-05
4.770000e-12,5.161736e-05,1.386532e-05,4.755213e-05,2.377607e-05
4.780000e-12,5.164539e-05,1.389316e-05,4.760961e-05,2.380481e-05
4.790000e-12,5.167394e-05,1.392100e-05,4.766713e-05,2.383356e-05
4.800000e-12,5.170303e-05,1.394884e-05,4.772467e-05,2.386233e-05
4.810000e-12,5.173266e-05,1.397668e-05,4.778223e-05,2.389112e-05
4.820000e-12,5.176282e-05,1.400452e-05,4.783982e-05,2.391991e-05
4.830000e-12,5.179352e-05,1.403237e-05,4.789744e-05,2.394872e-05
4.840000e-12,5.182475e-05,1.406021e-05,4.795507e-05,2.397754e-05
4.850000e-12,5.185653e-05,1.408806e-05,4.801273e-05,2.400636e-05
4.860000e-12,5.188886e-05,1.411591e-05,4.807040e-05,2.403520e-05
4.870000e-12,5.192172e-05,1.414377e-05,4.812810e-05,2.406405e-05
4.880000e-12,5.195513e-05,1.417163e-05,4.818580e-05,2.409290e-05
4.890000e-12,5.198908e-05,1.419949e-05,4.824352e-05,2.412176e-05
4.900000e-12,5.202358e-05,1.422736e-05,4.830125e-05,2.415062e-05
4.910000e-12,5.205862e-05,1.425524e-05,4.835899e-05,2.417949e-05
4.920000e-12,5.209420e-05,1.428312e-05,4.841673e-05,2.420837e-05
4.930000e-12,5.213033e-05,1.431101e-05,4.847448e-05,2.423724e-05
4.940000e-12,5.216700e-05,1.433891e-05,4.853224e-05,2.426612e-05
4.950000e-12,5.220421e-05,1.436681e-05,4.858999e-05,2.429499e-05
4.960000e-12,5.224197e-05,1.439473e-05,4.864774e-05,2.432387e-05
4.970000e-12,5.228026e-05,1.442265e-05,4.870549e-05,2.435274e-05
4.980000e-12,5.231910e-05,1.445058e-05,4.876323e-05,2.438161e-05
4.990000e-12,5.235847e-05,1.447853e-05,4.882096e-05,2.441048e-05
5.000000e-12,5.239837e-05,1.450648e-05,4.887868e-05,2.443934e-05
5.010000e-12,4.381436e-05,1.452870e-05,4.893038e-05,2.446519e-05
5.020000e-12,4.670013e-05,1.455091e-05,4.897532e-05,2.448766e-05
5.030000e-12,4.669937e-05,1.457311e-05,4.901435e-05,2.450718e-05
5.040000e-12,4.668288e-05,1.459528e-05,4.904863e-05,2.452432e-05
5.050000e-12,4.665067e-05,1.461742e-05,4.907919e-05,2.453959e-05
5.060000e-12,4.660285e-05,1.463949e-05,4.910684e-05,2.455342e-05
5.070000e-12,4.653956e-05,1.466150e-05,4.913221e-05,2.456610e-05
5.080000e-12,4.646093e-05,1.468342e-05,4.915573e-05,2.457787e-05
5.090000e-12,4.636711e-05,1.470525e-05,4.917773e-05,2.458887e-05
5.100000e-12,4.625823e-05,1.472697e-05,4.919841e-05,2.459921e-05
5.110000e-12,4.613445e-05,1.474856e-05,4.921791e-05,2.460895e-05
5.120000e-12,4.599594e-05,1.477000e-05,4.923630e-05,2.461815e-05
5.130000e-12,4.584284e-05,1.479130e-05,4.925361e-05,2.462681e-05
5.140000e-12,4.567533e-05,1.481242e-05,4.926986e-05,2.463493e-05
5.150000e-12,4.549360e-05,1.483336e-05,4.928501e-05,2.464251e-05
5.160000e-12,4.529783e-05,1.485411e-05,4.929904e-05,2.464952e-05
5.170000e-12,4.508822e-05,1.487465e-05,4.931189e-05,2.465594e-05
5.180000e-12,4.486497e-05,1.489496e-05,4.932350e-05,2.466175e-05
5.190000e-12,4.462829e-05,1.491504e-05,4.933382e-05,2.466691e-05
5.200000e-12,4.437840e-05,1.493487e-05,4.934277e-05,2.467138e-05
5.210000e-12,4.411554e-05,1.495444e-05,4.935029e-05,2.467514e-05
5.220000e-12,4.383994e-05,1.497374e-05,4.935630e-05,2.467815e-05
5.230000e-12,4.355183e-05,1.499275e-05,4.936074e-05,2.468037e-05
5.240000e-12,4.325147e-05,1.501147e-05,4.936353e-05,2.468176e-05
5.250000e-12,4.293912e-05,1.502988e-05,4.936460e-05,2.468230e-05
5.260000e-12,4.261502e-05,1.504797e-05,4.936389e-05,2.468195e-05
5.270000e-12,4.227946e-05,1.506574e-05,4.936133e-05,2.468067e-05
5.280000e-12,4.193270e-05,1.508316e-05,4.935686e-05,2.467843e-05
5.290000e-12,4.157502e-05,1.510024e-05,4.935040e-05,2.467520e-05
5.300000e-12,4.120670e-05,1.511695e-05,4.934191e-05,2.467096e-05
5.310000e-12,4.082803e-05,1.513330e-05,4.933132e-05,2.466566e-05
5.320000e-12,4.043930e-05,1.514927e-05,4.931857e-05,2.465928e-05
5.330000e-12,4.004080e-05,1.516485e-05,4.930361e-05,2.465180e-05
5.340000e-12,3.963283e-05,1.518004e-05,4.928639e-05,2.464319e-05
5.350000e-12,3.921570e-05,1.519482e-05,4.926685e-05,2.463343e-05
5.360000e-12,3.878970e-05,1.520919e-05,4.924496e-05,2.462248e-05
5.370000e-12,3.835514e-05,1.522315e-05,4.922067e-05,2.461033e-05
5.380000e-12,3.791232e-05,1.523668e-05,4.919393e-05,2.459697e-05
5.390000e-12,3.746157e-05,1.524977e-05,4.916471e-05,2.458235e-05
5.400000e-12,3.700319e-05,1.526243e-05,4.913297e-05,2.456648e-05
5.410000e-12,3.653750e-05,1.527464e-05,4.909867e-05,2.454933e-05
5.420000e-12,3.606481e-05,1.528640e-05,4.906179e-05,2.453089e-05
5.430000e-12,3.558543e-05,1.529770e-05,4.902229e-05,2.451114e-05
5.440000e-12,3.509968e-05,1.530854e-05,4.898015e-05,2.449007e-05
5.450000e-12,3.460788e-05,1.531891e-05,4.893534e-05,2.446767e-05
5.460000e-12,3.411034e-05,1.532882e-05,4.888785e-05,2.444393e-05
5.470000e-12,3.360738e-05,1.533824e-05,4.883766e-05,2.441883e-05
5.480000e-12,3.309932e-05,1.534719e-05,4.878474e-05,2.439237e-05
5.490000e-12,3.258647e-05,1.535565e-05,4.872910e-05,2.436455e-05
5.500000e-12,3.206914e-05,1.536363e-05,4.867070e-05,2.433535e-05
5.510000e-12,3.154765e-05,1.537112e-05,4.860956e-05,2.430478e-05
5.520000e-12,3.102231e-05,1.537811e-05,4.854565e-05,2.427283e-05
5.530000e-12,3.049343e-05,1.538462e-05,4.847898e-05,2.423949e-05
5.540000e-12,2.996131e-05,1.539062e-05,4.840955e-05,2.420478e-05
5.550000e-12,2.942627e-05,1.539613e-05,4.833736e-05,2.416868e-05
5.560000e-12,2.888862e-05,1.540113e-05,4.826241e-05,2.413121e-05
5.570000e-12,2.834864e-05,1.540564e-05,4.818472e-05,2.409236e-05
5.580000e-12,2.780664e-05,1.540965e-05,4.810427e-05,2.405214e-05
5.590000e-12,2.726292e-05,1.541315e-05,4.802110e-05,2.401055e-05
5.600000e-12,2.671778e-05,1.541615e-05,4.793521e-05,2.396760e-05
5.610000e-12,2.617150e-05,1.541865e-05,4.784662e-05,2.392331e-05
5.620000e-12,2.562437e-05,1.542065e-05,4.775534e-05,2.387767e-05
5.630000e-12,2.507668e-05,1.542214e-05,4.766139e-05,2.383070e-05
5.640000e-12,2.452870e-05,1.542314e-05,4.756481e-05,2.378240e-05
5.650000e-12,2.398072e-05,1.542364e-05,4.746560e-05,2.373280e-05
5.660000e-12,2.343302e-05,1.542364e-05,4.736380e-05,2.368190e-05
5.670000e-12,2.288585e-05,1.542314e-05,4.725943e-05,2.362972e-05
5.680000e-12,2.233949e-05,1.542215e-05,4.715253e-05,2.357627e-05
5.690000e-12,2.179419e-05,1.542067e-05,4.704312e-05,2.352156e-05
5.700000e-12,2.125023e-05,1.541870e-05,4.693125e-05,2.346562e-05
5.710000e-12,2.070784e-05,1.541624e-05,4.681693e-05,2.340847e-05
5.720000e-12,2.016729e-05,1.541330e-05,4.670022e-05,2.335011e-05
5.730000e-12,1.962881e-05,1.540988e-05,4.658115e-05,2.329058e-05
5.740000e-12,1.909264e-05,1.540598e-05,4.645976e-05,2.322988e-05
5.750000e-12,1.855903e-05,1.540161e-05,4.633609e-05,2.316804e-05
5.760000e-12,1.802820e-05,1.539677e-05,4.621018e-05,2.310509e-05
5.770000e-12,1.750037e-05,1.539146e-05,4.608209e-05,2.304104e-05
5.780000e-12,1.697577e-05,1.538569e-05,4.595185e-05,2.297592e-05
5.790000e-12,1.645462e-05,1.537946e-05,4.581951e-05,2.290975e-05
5.800000e-12,1.593712e-05,1.537278e-05,4.568512e-05,2.284256e-05
5.810000e-12,1.542349e-05,1.536566e-05,4.554874e-05,2.277437e-05
5.820000e-12,1.491392e-05,1.535809e-05,4.541040e-05,2.270520e-05
5.830000e-12,1.440860e-05,1.535008e-05,4.527017e-05,2.263509e-05
5.840000e-12,1.390774e-05,1.534164e-05,4.512810e-05,2.256405e-05
5.850000e-12,1.341150e-05,1.533277e-05,4.498424e-05,2.249212e-05
5.860000e-12,1.292009e-05,1.532348e-05,4.483864e-05,2.241932e-05
5.870000e-12,1.243366e-05,1.531378e-05,4.469136e-05,2.234568e-05
5.880000e-12,1.195239e-05,1.530366e-05,4.454246e-05,2.227123e-05
5.890000e-12,1.147644e-05,1.529315e-05,4.439200e-05,2.219600e-05
5.900000e-12,1.100597e-05,1.528223e-05,4.424003e-05,2.212001e-05
5.910000e-12,1.054113e-05,1.527093e-05,4.408661e-05,2.204331e-05
5.920000e-12,1.008207e-05,1.525923e-05,4.393180e-05,2.196590e-05
5.930000e-12,9.628934e-06,1.524716e-05,4.377566e-05,2.188783e-05
5.940000e-12,9.181857e-06,1.523472e-05,4.361825e-05,2.180913e-05
5.950000e-12,8.740971e-06,1.522192e-05,4.345963e-05,2.172982e-05
5.960000e-12,8.306401e-06,1.520875e-05,4.329986e-05,2.164993e-05
5.970000e-12,7.878267e-06,1.519524e-05,4.313900e-05,2.156950e-05
5.980000e-12,7.456685e-06,1.518138e-05,4.297712e-05,2.148856e-05
5.990000e-12,7.041763e-06,1.516718e-05,4.281427e-05,2.140713e-05
6.000000e-12,6.633607e-06,1.515265e-05,4.265051e-05,2.132526e-05
6.010000e-12,6.232315e-06,1.513780e-05,4.248591e-05,2.124296e-05
6.020000e-12,5.837980e-06,1.512264e-05,4.232053e-05,2.116026e-05
6.030000e-12,5.450691e-06,1.510717e-05,4.215443e-05,2.107721e-05
6.040000e-12,5.070530e-06,1.509139e-05,4.198766e-05,2.099383e-05
6.050000e-12,4.697575e-06,1.507533e-05,4.182030e-05,2.091015e-05
6.060000e-12,4.331898e-06,1.505898e-05,4.165240e-05,2.082620e-05
6.070000e-12,3.973568e-06,1.504235e-05,4.148403e-05,2.074201e-05
6.080000e-12,3.622644e-06,1.502545e-05,4.131524e-05,2.065762e-05
6.090000e-12,3.279186e-06,1.500828e-05,4.114608e-05,2.057304e-05
6.100000e-12,2.943244e-06,1.499087e-05,4.097664e-05,2.048832e-05
6.110000e-12,2.614866e-06,1.497320e-05,4.080695e-05,2.040347e-05
6.120000e-12,2.294093e-06,1.495530e-05,4.063708e-05,2.031854e-05
6.130000e-12,1.980962e-06,1.493716e-05,4.046709e-05,2.023354e-05
6.140000e-12,1.675506e-06,1.491880e-05,4.029703e-05,2.014852e-05
6.150000e-12,1.377752e-06,1.490022e-05,4.012697e-05,2.006348e-05
6.160000e-12,1.087723e-06,1.488144e-05,3.995695e-05,1.997848e-05
6.170000e-12,8.054358e-07,1.486245e-05,3.978704e-05,1.989352e-05
6.180000e-12,5.309050e-07,1.484327e-05,3.961728e-05,1.980864e-05
6.190000e-12,2.641388e-07,1.482390e-05,3.944773e-05,1.972387e-05
6.200000e-12,5.141722e-09,1.480436e-05,3.927845e-05,1.963922e-05
6.210000e-12,-2.460865e-07,1.478464e-05,3.910948e-05,1.955474e-05
6.220000e-12,-4.895503e-07,1.476476e-05,3.894088e-05,1.947044e-05
6.230000e-12,-7.252584e-07,1.474473e-05,3.877270e-05,1.938635e-05
6.240000e-12,-9.532239e-07,1.472455e-05,3.860499e-05,1.930249e-05
6.250000e-12,-1.173464e-06,1.470422e-05,3.843779e-05,1.921889e-05
6.260000e-12,-1.385999e-06,1.468377e-05,3.827115e-05,1.913558e-05
6.270000e-12,-1.590855e-06,1.466319e-05,3.810512e-05,1.905256e-05
6.280000e-12,-1.788062e-06,1.464249e-05,3.793975e-05,1.896987e-05
6.290000e-12,-1.977650e-06,1.462168e-05,3.777507e-05,1.888754e-05
6.300000e-12,-2.159659e-06,1.460077e-05,3.761114e-05,1.880557e-05
6.310000e-12,-2.334127e-06,1.457976e-05,3.744799e-05,1.872399e-05
6.320000e-12,-2.501098e-06,1.455866e-05,3.728566e-05,1.864283e-05
6.330000e-12,-2.660621e-06,1.453748e-05,3.712420e-05,1.856210e-05
6.340000e-12,-2.812746e-06,1.451622e-05,3.696363e-05,1.848182e-05
6.350000e-12,-2.957528e-06,1.449489e-05,3.680401e-05,1.840201e-05
6.360000e-12,-3.095023e-06,1.447351e-05,3.664537e-05,1.832268e-05
6.370000e-12,-3.225292e-06,1.445206e-05,3.648773e-05,1.824386e-05
6.380000e-12,-3.348400e-06,1.443057e-05,3.633114e-05,1.816557e-05
6.390000e-12,-3.464412e-06,1.440904e-05,3.617562e-05,1.808781e-05
6.400000e-12,-3.573400e-06,1.438748e-05,3.602121e-05,1.801060e-05
6.410000e-12,-3.675434e-06,1.436588e-05,3.586793e-05,1.793397e-05
6.420000e-12,-3.770591e-06,1.434426e-05,3.571583e-05,1.785791e-05
6.430000e-12,-3.858949e-06,1.432263e-05,3.556491e-05,1.778246e-05
6.440000e-12,-3.940587e-06,1.430099e-05,3.541521e-05,1.770761e-05
6.450000e-12,-4.015590e-06,1.427934e-05,3.526676e-05,1.763338e-05
6.460000e-12,-4.084041e-06,1.425770e-05,3.511957e-05,1.755978e-05
6.470000e-12,-4.146030e-06,1.423606e-05,3.497367e-05,1.748683e-05
6.480000e-12,-4.201646e-06,1.421444e-05,3.482908e-05,1.741454e-05
6.490000e-12,-4.250980e-06,1.419283e-05,3.468581e-05,1.734291e-05
6.500000e-12,-4.294128e-06,1.417125e-05,3.454389e-05,1.727195e-05
6.510000e-12,-4.331185e-06,1.414970e-05,3.440334e-05,1.720167e-05
6.520000e-12,-4.362249e-06,1.412819e-05,3.426416e-05,1.713208e-05
6.530000e-12,-4.387419e-06,1.410672e-05,3.412638e-05,1.706319e-05
6.540000e-12,-4.406798e-06,1.408530e-05,3.399000e-05,1.699500e-05
6.550000e-12,-4.420488e-06,1.406392e-05,3.385504e-05,1.692752e-05
6.560000e-12,-4.428593e-06,1.404261e-05,3.372151e-05,1.686076e-05
6.570000e-12,-4.431221e-06,1.402135e-05,3.358942e-05,1.679471e-05
6.580000e-12,-4.428477e-06,1.400016e-05,3.345877e-05,1.672938e-05
6.590000e-12,-4.420470e-06,1.397904e-05,3.332957e-05,1.666479e-05
6.600000e-12,-4.407311e-06,1.395799e-05,3.320183e-05,1.660092e-05
6.610000e-12,-4.389110e-06,1.393703e-05,3.307555e-05,1.653778e-05
6.620000e-12,-4.365979e-06,1.391614e-05,3.295074e-05,1.647537e-05
6.630000e-12,-4.338031e-06,1.389535e-05,3.282740e-05,1.641370e-05
6.640000e-12,-4.305379e-06,1.387464e-05,3.270552e-05,1.635276e-05
6.650000e-12,-4.268138e-06,1.385403e-05,3.258511e-05,1.629255e-05
6.660000e-12,-4.226423e-06,1.383353e-05,3.246616e-05,1.623308e-05
6.670000e-12,-4.180349e-06,1.381312e-05,3.234868e-05,1.617434e-05
6.680000e-12,-4.130033e-06,1.379282e-05,3.223266e-05,1.611633e-05
6.690000e-12,-4.075592e-06,1.377263e-05,3.211809e-05,1.605905e-05
6.700000e-12,-4.017142e-06,1.375255e-05,3.200498e-05,1.600249e-05
6.710000e-12,-3.954801e-06,1.373259e-05,3.189331e-05,1.594665e-05
6.720000e-12,-3.888686e-06,1.371275e-05,3.178307e-05,1.589153e-05
6.730000e-12,-3.818915e-06,1.369304e-05,3.167426e-05,1.583713e-05
6.740000e-12,-3.745607e-06,1.367345e-05,3.156686e-05,1.578343e-05
6.750000e-12,-3.668877e-06,1.365398e-05,3.146087e-05,1.573044e-05
6.760000e-12,-3.588846e-06,1.363465e-05,3.135628e-05,1.567814e-05
6.770000e-12,-3.505629e-06,1.361545e-05,3.125307e-05,1.562653e-05
6.780000e-12,-3.419344e-06,1.359639e-05,3.115122e-05,1.557561e-05
6.790000e-12,-3.330109e-06,1.357746e-05,3.105074e-05,1.552537e-05
6.800000e-12,-3.238039e-06,1.355868e-05,3.095159e-05,1.547579e-05
6.810000e-12,-3.143252e-06,1.354004e-05,3.085377e-05,1.542688e-05
6.820000e-12,-3.045864e-06,1.352154e-05,3.075725e-05,1.537863e-05
6.830000e-12,-2.945989e-06,1.350319e-05,3.066203e-05,1.533102e-05
6.840000e-12,-2.843743e-06,1.348499e-05,3.056808e-05,1.528404e-05
6.850000e-12,-2.739239e-06,1.346694e-05,3.047539e-05,1.523769e-05
6.860000e-12,-2.632590e-06,1.344904e-05,3.038393e-05,1.519197e-05
6.870000e-12,-2.523911e-06,1.343129e-05,3.029369e-05,1.514685e-05
6.880000e-12,-2.413312e-06,1.341370e-05,3.020465e-05,1.510232e-05
6.890000e-12,-2.300903e-06,1.339626e-05,3.011678e-05,1.505839e-05
6.900000e-12,-2.186797e-06,1.337898e-05,3.003006e-05,1.501503e-05
