time,"V(L1|XLOADINA)","V(L1|XLOADINB)","V(ROUT)","P(B5|XDUT)"
3.460000e-12,1.215662e-06,1.127948e-06,2.659114e-05,2.021481e-01
3.470000e-12,1.221527e-06,1.133501e-06,2.665545e-05,2.029806e-01
3.480000e-12,1.227386e-06,1.139040e-06,2.671975e-05,2.038213e-01
3.490000e-12,1.233238e-06,1.144562e-06,2.678404e-05,2.046702e-01
3.500000e-12,1.239079e-06,1.150062e-06,2.684830e-05,2.055271e-01
3.510000e-12,1.244905e-06,1.155539e-06,2.691251e-05,2.063919e-01
3.520000e-12,1.250714e-06,1.160988e-06,2.697664e-05,2.072645e-01
3.530000e-12,1.256501e-06,1.166406e-06,2.704069e-05,2.081449e-01
3.540000e-12,1.262264e-06,1.171790e-06,2.710463e-05,2.090328e-01
3.550000e-12,1.267999e-06,1.177136e-06,2.716844e-05,2.099283e-01
3.560000e-12,1.273704e-06,1.182442e-06,2.723211e-05,2.108311e-01
3.570000e-12,1.279375e-06,1.187705e-06,2.729563e-05,2.117412e-01
3.580000e-12,1.285009e-06,1.192921e-06,2.735896e-05,2.126584e-01
3.590000e-12,1.290603e-06,1.198087e-06,2.742210e-05,2.135825e-01
3.600000e-12,1.296154e-06,1.203200e-06,2.748502e-05,2.145135e-01
3.610000e-12,1.301658e-06,1.208258e-06,2.754772e-05,2.154512e-01
3.620000e-12,1.307114e-06,1.213257e-06,2.761017e-05,2.163953e-01
3.630000e-12,1.312518e-06,1.218195e-06,2.767235e-05,2.173459e-01
3.640000e-12,1.317868e-06,1.223068e-06,2.773426e-05,2.183027e-01
3.650000e-12,1.323160e-06,1.227875e-06,2.779587e-05,2.192655e-01
3.660000e-12,1.328392e-06,1.232612e-06,2.785716e-05,2.202342e-01
3.670000e-12,1.333561e-06,1.237277e-06,2.791813e-05,2.212086e-01
3.680000e-12,1.338665e-06,1.241868e-06,2.797875e-05,2.221886e-01
3.690000e-12,1.343701e-06,1.246382e-06,2.803901e-05,2.231739e-01
3.700000e-12,1.348666e-06,1.250816e-06,2.809890e-05,2.241645e-01
3.710000e-12,1.353559e-06,1.255168e-06,2.815840e-05,2.251600e-01
3.720000e-12,1.358377e-06,1.259436e-06,2.821749e-05,2.261604e-01
3.730000e-12,1.363117e-06,1.263619e-06,2.827617e-05,2.271653e-01
3.740000e-12,1.367778e-06,1.267713e-06,2.833441e-05,2.281748e-01
3.750000e-12,1.372357e-06,1.271717e-06,2.839220e-05,2.291885e-01
3.760000e-12,1.376853e-06,1.275629e-06,2.844954e-05,2.302063e-01
3.770000e-12,1.381263e-06,1.279447e-06,2.850640e-05,2.312279e-01
3.780000e-12,1.385585e-06,1.283169e-06,2.856278e-05,2.322532e-01
3.790000e-12,1.389818e-06,1.286794e-06,2.861866e-05,2.332820e-01
3.800000e-12,1.393960e-06,1.290321e-06,2.867402e-05,2.343141e-01
3.810000e-12,1.398010e-06,1.293746e-06,2.872887e-05,2.353492e-01
3.820000e-12,1.401965e-06,1.297070e-06,2.878319e-05,2.363873e-01
3.830000e-12,1.405824e-06,1.300291e-06,2.883696e-05,2.374280e-01
3.840000e-12,1.409586e-06,1.303408e-06,2.889018e-05,2.384712e-01
3.850000e-12,1.413250e-06,1.306419e-06,2.894283e-05,2.395167e-01
3.860000e-12,1.416814e-06,1.309323e-06,2.899491e-05,2.405642e-01
3.870000e-12,1.420277e-06,1.312121e-06,2.904640e-05,2.416137e-01
3.880000e-12,1.423639e-06,1.314809e-06,2.909731e-05,2.426648e-01
3.890000e-12,1.426897e-06,1.317389e-06,2.914761e-05,2.437174e-01
3.900000e-12,1.430052e-06,1.319859e-06,2.919730e-05,2.447713e-01
3.910000e-12,1.433103e-06,1.322218e-06,2.924638e-05,2.458262e-01
3.920000e-12,1.436048e-06,1.324467e-06,2.929483e-05,2.468820e-01
3.930000e-12,1.438888e-06,1.326605e-06,2.934266e-05,2.479386e-01
3.940000e-12,1.441621e-06,1.328631e-06,2.938984e-05,2.489956e-01
3.950000e-12,1.444248e-06,1.330545e-06,2.943639e-05,2.500529e-01
3.960000e-12,1.446767e-06,1.332347e-06,2.948228e-05,2.511103e-01
3.970000e-12,1.449180e-06,1.334038e-06,2.952753e-05,2.521676e-01
3.980000e-12,1.451485e-06,1.335617e-06,2.957211e-05,2.532246e-01
3.990000e-12,1.453682e-06,1.337084e-06,2.961603e-05,2.542812e-01
4.000000e-12,1.455773e-06,1.338440e-06,2.965929e-05,2.553372e-01
4.010000e-12,1.457756e-06,1.339686e-06,2.970187e-05,2.563923e-01
4.020000e-12,1.459632e-06,1.340820e-06,2.974379e-05,2.574464e-01
4.030000e-12,1.461401e-06,1.341845e-06,2.978503e-05,2.584993e-01
4.040000e-12,1.463064e-06,1.342761e-06,2.982559e-05,2.595508e-01
4.050000e-12,1.464622e-06,1.343568e-06,2.986547e-05,2.606009e-01
4.060000e-12,1.466074e-06,1.344268e-06,2.990468e-05,2.616492e-01
4.070000e-12,1.467422e-06,1.344861e-06,2.994321e-05,2.626957e-01
4.080000e-12,1.468666e-06,1.345349e-06,2.998105e-05,2.637401e-01
4.090000e-12,1.469807e-06,1.345731e-06,3.001822e-05,2.647824e-01
4.100000e-12,1.470846e-06,1.346011e-06,3.005470e-05,2.658223e-01
4.110000e-12,1.471785e-06,1.346188e-06,3.009051e-05,2.668597e-01
4.120000e-12,1.472624e-06,1.346265e-06,3.012565e-05,2.678945e-01
4.130000e-12,1.473364e-06,1.346243e-06,3.016010e-05,2.689265e-01
4.140000e-12,1.474007e-06,1.346123e-06,3.019389e-05,2.699556e-01
4.150000e-12,1.474554e-06,1.345907e-06,3.022701e-05,2.709817e-01
4.160000e-12,1.475007e-06,1.345596e-06,3.025946e-05,2.720045e-01
4.170000e-12,1.475367e-06,1.345193e-06,3.029125e-05,2.730241e-01
4.180000e-12,1.475635e-06,1.344700e-06,3.032238e-05,2.740402e-01
4.190000e-12,1.475814e-06,1.344118e-06,3.035286e-05,2.750527e-01
4.200000e-12,1.475906e-06,1.343449e-06,3.038269e-05,2.760616e-01
4.210000e-12,1.475911e-06,1.342696e-06,3.041187e-05,2.770666e-01
4.220000e-12,1.475833e-06,1.341860e-06,3.044042e-05,2.780678e-01
4.230000e-12,1.475672e-06,1.340945e-06,3.046834e-05,2.790650e-01
4.240000e-12,1.475432e-06,1.339951e-06,3.049563e-05,2.800581e-01
4.250000e-12,1.475113e-06,1.338882e-06,3.052230e-05,2.810470e-01
4.260000e-12,1.474719e-06,1.337741e-06,3.054836e-05,2.820317e-01
4.270000e-12,1.474252e-06,1.336528e-06,3.057382e-05,2.830120e-01
4.280000e-12,1.473714e-06,1.335248e-06,3.059869e-05,2.839878e-01
4.290000e-12,1.473107e-06,1.333903e-06,3.062296e-05,2.849592e-01
4.300000e-12,1.472435e-06,1.332496e-06,3.064666e-05,2.859260e-01
4.310000e-12,1.471698e-06,1.331028e-06,3.066979e-05,2.868881e-01
4.320000e-12,1.470901e-06,1.329504e-06,3.069236e-05,2.878455e-01
4.330000e-12,1.470045e-06,1.327926e-06,3.071437e-05,2.887982e-01
4.340000e-12,1.469133e-06,1.326297e-06,3.073585e-05,2.897461e-01
4.350000e-12,1.468168e-06,1.324619e-06,3.075679e-05,2.906892e-01
4.360000e-12,1.467154e-06,1.322896e-06,3.077722e-05,2.916273e-01
4.370000e-12,1.466091e-06,1.321132e-06,3.079713e-05,2.925605e-01
4.380000e-12,1.464985e-06,1.319328e-06,3.081655e-05,2.934888e-01
4.390000e-12,1.463836e-06,1.317488e-06,3.083548e-05,2.944121e-01
4.400000e-12,1.462649e-06,1.315616e-06,3.085394e-05,2.953304e-01
4.410000e-12,1.461427e-06,1.313715e-06,3.087193e-05,2.962436e-01
4.420000e-12,1.460172e-06,1.311787e-06,3.088947e-05,2.971519e-01
4.430000e-12,1.458887e-06,1.309836e-06,3.090657e-05,2.980551e-01
4.440000e-12,1.457576e-06,1.307865e-06,3.092324e-05,2.989532e-01
4.450000e-12,1.456242e-06,1.305878e-06,3.093950e-05,2.998463e-01
4.460000e-12,1.454887e-06,1.303878e-06,3.095536e-05,3.007344e-01
4.470000e-12,1.453515e-06,1.301869e-06,3.097083e-05,3.016174e-01
4.480000e-12,1.452130e-06,1.299853e-06,3.098592e-05,3.024955e-01
4.490000e-12,1.450734e-06,1.297834e-06,3.100066e-05,3.033685e-01
4.500000e-12,1.449331e-06,1.295815e-06,3.101504e-05,3.042366e-01
4.510000e-12,1.447923e-06,1.293801e-06,3.102909e-05,3.050998e-01
4.520000e-12,1.446515e-06,1.291794e-06,3.104283e-05,3.059580e-01
4.530000e-12,1.445109e-06,1.289797e-06,3.105625e-05,3.068114e-01
4.540000e-12,1.443709e-06,1.287815e-06,3.106938e-05,3.076599e-01
4.550000e-12,1.442318e-06,1.285850e-06,3.108224e-05,3.085037e-01
4.560000e-12,1.440939e-06,1.283907e-06,3.109483e-05,3.093427e-01
4.570000e-12,1.439576e-06,1.281987e-06,3.110717e-05,3.101770e-01
4.580000e-12,1.438232e-06,1.280096e-06,3.111927e-05,3.110067e-01
4.590000e-12,1.436910e-06,1.278235e-06,3.113116e-05,3.118319e-01
4.600000e-12,1.435613e-06,1.276410e-06,3.114284e-05,3.126525e-01
4.610000e-12,1.434345e-06,1.274622e-06,3.115432e-05,3.134687e-01
4.620000e-12,1.433108e-06,1.272876e-06,3.116563e-05,3.142805e-01
4.630000e-12,1.431907e-06,1.271174e-06,3.117678e-05,3.150879e-01
4.640000e-12,1.430745e-06,1.269520e-06,3.118778e-05,3.158912e-01
4.650000e-12,1.429624e-06,1.267917e-06,3.119865e-05,3.166903e-01
4.660000e-12,1.428547e-06,1.266369e-06,3.120939e-05,3.174854e-01
4.670000e-12,1.427519e-06,1.264879e-06,3.122004e-05,3.182764e-01
4.680000e-12,1.426542e-06,1.263449e-06,3.123059e-05,3.190636e-01
4.690000e-12,1.425619e-06,1.262084e-06,3.124107e-05,3.198469e-01
4.700000e-12,1.424753e-06,1.260785e-06,3.125149e-05,3.206265e-01
4.710000e-12,1.423947e-06,1.259557e-06,3.126186e-05,3.214025e-01
4.720000e-12,1.423205e-06,1.258402e-06,3.127220e-05,3.221750e-01
4.730000e-12,1.422529e-06,1.257323e-06,3.128252e-05,3.229441e-01
4.740000e-12,1.421922e-06,1.256324e-06,3.129284e-05,3.237098e-01
4.750000e-12,1.421388e-06,1.255406e-06,3.130316e-05,3.244723e-01
4.760000e-12,1.420928e-06,1.254574e-06,3.131351e-05,3.252317e-01
4.770000e-12,1.420547e-06,1.253829e-06,3.132390e-05,3.259880e-01
4.780000e-12,1.420245e-06,1.253175e-06,3.133434e-05,3.267415e-01
4.790000e-12,1.420028e-06,1.252614e-06,3.134484e-05,3.274921e-01
4.800000e-12,1.419896e-06,1.252148e-06,3.135542e-05,3.282401e-01
4.810000e-12,1.419852e-06,1.251781e-06,3.136610e-05,3.289855e-01
4.820000e-12,1.419900e-06,1.251515e-06,3.137687e-05,3.297284e-01
4.830000e-12,1.420041e-06,1.251353e-06,3.138776e-05,3.304690e-01
4.840000e-12,1.420279e-06,1.251296e-06,3.139878e-05,3.312074e-01
4.850000e-12,1.420614e-06,1.251347e-06,3.140995e-05,3.319436e-01
4.860000e-12,1.421051e-06,1.251508e-06,3.142126e-05,3.326778e-01
4.870000e-12,1.421591e-06,1.251782e-06,3.143274e-05,3.334102e-01
4.880000e-12,1.422236e-06,1.252170e-06,3.144440e-05,3.341408e-01
4.890000e-12,1.422988e-06,1.252675e-06,3.145625e-05,3.348697e-01
4.900000e-12,1.423850e-06,1.253299e-06,3.146829e-05,3.355971e-01
4.910000e-12,1.424824e-06,1.254043e-06,3.148055e-05,3.363231e-01
4.920000e-12,1.425910e-06,1.254909e-06,3.149303e-05,3.370479e-01
4.930000e-12,1.427113e-06,1.255900e-06,3.150574e-05,3.377714e-01
4.940000e-12,1.428432e-06,1.257016e-06,3.151869e-05,3.384939e-01
4.950000e-12,1.429870e-06,1.258259e-06,3.153189e-05,3.392154e-01
4.960000e-12,1.431428e-06,1.259631e-06,3.154536e-05,3.399362e-01
4.970000e-12,1.433109e-06,1.261134e-06,3.155910e-05,3.406562e-01
4.980000e-12,1.434913e-06,1.262768e-06,3.157312e-05,3.413757e-01
4.990000e-12,1.436842e-06,1.264535e-06,3.158743e-05,3.420946e-01
5.000000e-12,1.438898e-06,1.266435e-06,3.160204e-05,3.428133e-01
5.010000e-12,1.906822e-06,1.734223e-06,3.156836e-05,3.435316e-01
5.020000e-12,1.748373e-06,1.575653e-06,3.153535e-05,3.442496e-01
5.030000e-12,1.746606e-06,1.573780e-06,3.150300e-05,3.449674e-01
5.040000e-12,1.744898e-06,1.571975e-06,3.147126e-05,3.456848e-01
5.050000e-12,1.743236e-06,1.570226e-06,3.144008e-05,3.464018e-01
5.060000e-12,1.741611e-06,1.568523e-06,3.140938e-05,3.471185e-01
5.070000e-12,1.740014e-06,1.566854e-06,3.137912e-05,3.478348e-01
5.080000e-12,1.738435e-06,1.565211e-06,3.134922e-05,3.485507e-01
5.090000e-12,1.736865e-06,1.563584e-06,3.131963e-05,3.492661e-01
5.100000e-12,1.735297e-06,1.561966e-06,3.129029e-05,3.499810e-01
5.110000e-12,1.733723e-06,1.560347e-06,3.126113e-05,3.506955e-01
5.120000e-12,1.732134e-06,1.558720e-06,3.123210e-05,3.514094e-01
5.130000e-12,1.730522e-06,1.557077e-06,3.120313e-05,3.521228e-01
5.140000e-12,1.728881e-06,1.555410e-06,3.117417e-05,3.528356e-01
5.150000e-12,1.727203e-06,1.553712e-06,3.114516e-05,3.535479e-01
5.160000e-12,1.725482e-06,1.551976e-06,3.111605e-05,3.542595e-01
5.170000e-12,1.723710e-06,1.550195e-06,3.108677e-05,3.549705e-01
5.180000e-12,1.721881e-06,1.548363e-06,3.105727e-05,3.556809e-01
5.190000e-12,1.719990e-06,1.546472e-06,3.102751e-05,3.563905e-01
5.200000e-12,1.718028e-06,1.544518e-06,3.099741e-05,3.570995e-01
5.210000e-12,1.715992e-06,1.542492e-06,3.096694e-05,3.578077e-01
5.220000e-12,1.713875e-06,1.540391e-06,3.093603e-05,3.585150e-01
5.230000e-12,1.711670e-06,1.538207e-06,3.090465e-05,3.592216e-01
5.240000e-12,1.709374e-06,1.535936e-06,3.087273e-05,3.599273e-01
5.250000e-12,1.706981e-06,1.533571e-06,3.084023e-05,3.606322e-01
5.260000e-12,1.704485e-06,1.531108e-06,3.080711e-05,3.613360e-01
5.270000e-12,1.701881e-06,1.528542e-06,3.077331e-05,3.620390e-01
5.280000e-12,1.699165e-06,1.525867e-06,3.073879e-05,3.627408e-01
5.290000e-12,1.696332e-06,1.523078e-06,3.070351e-05,3.634417e-01
5.300000e-12,1.693378e-06,1.520172e-06,3.066742e-05,3.641414e-01
5.310000e-12,1.690297e-06,1.517143e-06,3.063049e-05,3.648399e-01
5.320000e-12,1.687086e-06,1.513987e-06,3.059266e-05,3.655372e-01
5.330000e-12,1.683741e-06,1.510700e-06,3.055391e-05,3.662332e-01
5.340000e-12,1.680257e-06,1.507277e-06,3.051419e-05,3.669279e-01
5.350000e-12,1.676630e-06,1.503715e-06,3.047346e-05,3.676211e-01
5.360000e-12,1.672857e-06,1.500009e-06,3.043170e-05,3.683130e-01
5.370000e-12,1.668933e-06,1.496155e-06,3.038886e-05,3.690032e-01
5.380000e-12,1.664856e-06,1.492150e-06,3.034492e-05,3.696919e-01
5.390000e-12,1.660621e-06,1.487991e-06,3.029984e-05,3.703788e-01
5.400000e-12,1.656225e-06,1.483673e-06,3.025359e-05,3.710641e-01
5.410000e-12,1.651665e-06,1.479193e-06,3.020614e-05,3.717474e-01
5.420000e-12,1.646938e-06,1.474547e-06,3.015747e-05,3.724289e-01
5.430000e-12,1.642040e-06,1.469734e-06,3.010755e-05,3.731084e-01
5.440000e-12,1.636968e-06,1.464748e-06,3.005635e-05,3.737857e-01
5.450000e-12,1.631719e-06,1.459588e-06,3.000385e-05,3.744609e-01
5.460000e-12,1.626291e-06,1.454250e-06,2.995003e-05,3.751338e-01
5.470000e-12,1.620680e-06,1.448732e-06,2.989486e-05,3.758044e-01
5.480000e-12,1.614884e-06,1.443030e-06,2.983833e-05,3.764724e-01
5.490000e-12,1.608900e-06,1.437141e-06,2.978043e-05,3.771379e-01
5.500000e-12,1.602725e-06,1.431064e-06,2.972112e-05,3.778007e-01
5.510000e-12,1.596357e-06,1.424796e-06,2.966041e-05,3.784608e-01
5.520000e-12,1.589794e-06,1.418333e-06,2.959826e-05,3.791179e-01
5.530000e-12,1.583033e-06,1.411675e-06,2.953468e-05,3.797721e-01
5.540000e-12,1.576072e-06,1.404817e-06,2.946965e-05,3.804231e-01
5.550000e-12,1.568908e-06,1.397759e-06,2.940316e-05,3.810709e-01
5.560000e-12,1.561540e-06,1.390497e-06,2.933519e-05,3.817153e-01
5.570000e-12,1.553966e-06,1.383031e-06,2.926576e-05,3.823562e-01
5.580000e-12,1.546183e-06,1.375357e-06,2.919484e-05,3.829936e-01
5.590000e-12,1.538189e-06,1.367474e-06,2.912244e-05,3.836272e-01
5.600000e-12,1.529983e-06,1.359380e-06,2.904854e-05,3.842569e-01
5.610000e-12,1.521563e-06,1.351073e-06,2.897316e-05,3.848827e-01
5.620000e-12,1.512927e-06,1.342552e-06,2.889628e-05,3.855043e-01
5.630000e-12,1.504073e-06,1.333814e-06,2.881791e-05,3.861217e-01
5.640000e-12,1.495001e-06,1.324859e-06,2.873806e-05,3.867346e-01
5.650000e-12,1.485708e-06,1.315684e-06,2.865671e-05,3.873431e-01
5.660000e-12,1.476193e-06,1.306289e-06,2.857389e-05,3.879469e-01
5.670000e-12,1.466454e-06,1.296672e-06,2.848959e-05,3.885458e-01
5.680000e-12,1.456492e-06,1.286832e-06,2.840381e-05,3.891398e-01
5.690000e-12,1.446303e-06,1.276767e-06,2.831658e-05,3.897287e-01
5.700000e-12,1.435888e-06,1.266477e-06,2.822790e-05,3.903124e-01
5.710000e-12,1.425244e-06,1.255961e-06,2.813777e-05,3.908907e-01
5.720000e-12,1.414372e-06,1.245217e-06,2.804621e-05,3.914634e-01
5.730000e-12,1.403271e-06,1.234245e-06,2.795324e-05,3.920305e-01
5.740000e-12,1.391938e-06,1.223045e-06,2.785885e-05,3.925918e-01
5.750000e-12,1.380375e-06,1.211614e-06,2.776308e-05,3.931470e-01
5.760000e-12,1.368580e-06,1.199954e-06,2.766594e-05,3.936962e-01
5.770000e-12,1.356552e-06,1.188063e-06,2.756743e-05,3.942391e-01
5.780000e-12,1.344292e-06,1.175942e-06,2.746758e-05,3.947756e-01
5.790000e-12,1.331799e-06,1.163589e-06,2.736642e-05,3.953055e-01
5.800000e-12,1.319072e-06,1.151004e-06,2.726395e-05,3.958287e-01
5.810000e-12,1.306112e-06,1.138188e-06,2.716019e-05,3.963450e-01
5.820000e-12,1.292918e-06,1.125141e-06,2.705518e-05,3.968544e-01
5.830000e-12,1.279491e-06,1.111863e-06,2.694893e-05,3.973566e-01
5.840000e-12,1.265831e-06,1.098353e-06,2.684146e-05,3.978515e-01
5.850000e-12,1.251937e-06,1.084612e-06,2.673279e-05,3.983390e-01
5.860000e-12,1.237811e-06,1.070641e-06,2.662296e-05,3.988189e-01
5.870000e-12,1.223452e-06,1.056441e-06,2.651199e-05,3.992911e-01
5.880000e-12,1.208861e-06,1.042011e-06,2.639990e-05,3.997554e-01
5.890000e-12,1.194039e-06,1.027353e-06,2.628672e-05,4.002118e-01
5.900000e-12,1.178987e-06,1.012467e-06,2.617248e-05,4.006600e-01
5.910000e-12,1.163705e-06,9.973545e-07,2.605720e-05,4.011000e-01
5.920000e-12,1.148195e-06,9.820167e-07,2.594092e-05,4.015316e-01
5.930000e-12,1.132458e-06,9.664546e-07,2.582366e-05,4.019547e-01
5.940000e-12,1.116494e-06,9.506697e-07,2.570545e-05,4.023691e-01
5.950000e-12,1.100306e-06,9.346634e-07,2.558632e-05,4.027748e-01
5.960000e-12,1.083894e-06,9.184373e-07,2.546631e-05,4.031716e-01
5.970000e-12,1.067261e-06,9.019930e-07,2.534544e-05,4.035594e-01
5.980000e-12,1.050408e-06,8.853325e-07,2.522375e-05,4.039381e-01
5.990000e-12,1.033337e-06,8.684578e-07,2.510127e-05,4.043076e-01
6.000000e-12,1.016049e-06,8.513708e-07,2.497803e-05,4.046678e-01
6.010000e-12,9.985479e-07,8.340740e-07,2.485406e-05,4.050185e-01
6.020000e-12,9.808348e-07,8.165696e-07,2.472939e-05,4.053597e-01
6.030000e-12,9.629125e-07,7.988601e-07,2.460407e-05,4.056913e-01
6.040000e-12,9.447834e-07,7.809482e-07,2.447812e-05,4.060132e-01
6.050000e-12,9.264502e-07,7.628367e-07,2.435158e-05,4.063253e-01
6.060000e-12,9.079157e-07,7.445285e-07,2.422448e-05,4.066275e-01
6.070000e-12,8.891828e-07,7.260267e-07,2.409685e-05,4.069197e-01
6.080000e-12,8.702547e-07,7.073344e-07,2.396874e-05,4.072019e-01
6.090000e-12,8.511344e-07,6.884550e-07,2.384017e-05,4.074740e-01
6.100000e-12,8.318256e-07,6.693920e-07,2.371118e-05,4.077360e-01
6.110000e-12,8.123315e-07,6.501490e-07,2.358181e-05,4.079877e-01
6.120000e-12,7.926560e-07,6.307298e-07,2.345208e-05,4.082292e-01
6.130000e-12,7.728027e-07,6.111382e-07,2.332204e-05,4.084603e-01
6.140000e-12,7.527758e-07,5.913785e-07,2.319172e-05,4.086810e-01
6.150000e-12,7.325791e-07,5.714547e-07,2.306115e-05,4.088914e-01
6.160000e-12,7.122171e-07,5.513712e-07,2.293037e-05,4.090913e-01
6.170000e-12,6.916941e-07,5.311325e-07,2.279941e-05,4.092807e-01
6.180000e-12,6.710147e-07,5.107433e-07,2.266831e-05,4.094596e-01
6.190000e-12,6.501834e-07,4.902083e-07,2.253710e-05,4.096281e-01
6.200000e-12,6.292053e-07,4.695325e-07,2.240583e-05,4.097860e-01
6.210000e-12,6.080852e-07,4.487209e-07,2.227451e-05,4.099334e-01
6.220000e-12,5.868283e-07,4.277788e-07,2.214318e-05,4.100702e-01
6.230000e-12,5.654398e-07,4.067116e-07,2.201189e-05,4.101966e-01
6.240000e-12,5.439253e-07,3.855246e-07,2.188066e-05,4.103125e-01
6.250000e-12,5.222902e-07,3.642237e-07,2.174952e-05,4.104179e-01
6.260000e-12,5.005403e-07,3.428145e-07,2.161852e-05,4.105128e-01
6.270000e-12,4.786814e-07,3.213030e-07,2.148767e-05,4.105973e-01
6.280000e-12,4.567195e-07,2.996953e-07,2.135702e-05,4.106714e-01
6.290000e-12,4.346607e-07,2.779975e-07,2.122660e-05,4.107352e-01
6.300000e-12,4.125114e-07,2.562161e-07,2.109643e-05,4.107887e-01
6.310000e-12,3.902780e-07,2.343573e-07,2.096655e-05,4.108319e-01
6.320000e-12,3.679669e-07,2.124280e-07,2.083700e-05,4.108650e-01
6.330000e-12,3.455849e-07,1.904347e-07,2.070779e-05,4.108880e-01
6.340000e-12,3.231388e-07,1.683844e-07,2.057897e-05,4.109009e-01
6.350000e-12,3.006355e-07,1.462839e-07,2.045056e-05,4.109039e-01
6.360000e-12,2.780821e-07,1.241405e-07,2.032259e-05,4.108971e-01
6.370000e-12,2.554858e-07,1.019614e-07,2.019509e-05,4.108804e-01
6.380000e-12,2.328539e-07,7.975374e-08,2.006809e-05,4.108541e-01
6.390000e-12,2.101938e-07,5.752514e-08,1.994161e-05,4.108182e-01
6.400000e-12,1.875131e-07,3.528310e-08,1.981569e-05,4.107729e-01
6.410000e-12,1.648194e-07,1.303529e-08,1.969034e-05,4.107182e-01
6.420000e-12,1.421205e-07,-9.210528e-09,1.956560e-05,4.106543e-01
6.430000e-12,1.194243e-07,-3.144648e-08,1.944150e-05,4.105813e-01
6.440000e-12,9.673871e-08,-5.366461e-08,1.931805e-05,4.104994e-01
6.450000e-12,7.407186e-08,-7.585686e-08,1.919529e-05,4.104087e-01
6.460000e-12,5.143190e-08,-9.801509e-08,1.907323e-05,4.103093e-01
6.470000e-12,2.882708e-08,-1.201311e-07,1.895191e-05,4.102013e-01
6.480000e-12,6.265744e-09,-1.421965e-07,1.883133e-05,4.100850e-01
6.490000e-12,-1.624368e-08,-1.642030e-07,1.871153e-05,4.099606e-01
6.500000e-12,-3.869268e-08,-1.861421e-07,1.859253e-05,4.098280e-01
6.510000e-12,-6.107269e-08,-2.080053e-07,1.847435e-05,4.096877e-01
6.520000e-12,-8.337507e-08,-2.297840e-07,1.835701e-05,4.095396e-01
6.530000e-12,-1.055911e-07,-2.514695e-07,1.824053e-05,4.093841e-01
6.540000e-12,-1.277120e-07,-2.730533e-07,1.812492e-05,4.092212e-01
6.550000e-12,-1.497290e-07,-2.945265e-07,1.801022e-05,4.090512e-01
6.560000e-12,-1.716332e-07,-3.158803e-07,1.789642e-05,4.088743e-01
6.570000e-12,-1.934158e-07,-3.371060e-07,1.778356e-05,4.086907e-01
6.580000e-12,-2.150676e-07,-3.581947e-07,1.767166e-05,4.085005e-01
6.590000e-12,-2.365798e-07,-3.791375e-07,1.756071e-05,4.083040e-01
6.600000e-12,-2.579434e-07,-3.999255e-07,1.745075e-05,4.081015e-01
6.610000e-12,-2.791493e-07,-4.205499e-07,1.734178e-05,4.078930e-01
6.620000e-12,-3.001886e-07,-4.410017e-07,1.723383e-05,4.076789e-01
6.630000e-12,-3.210520e-07,-4.612719e-07,1.712690e-05,4.074594e-01
6.640000e-12,-3.417307e-07,-4.813518e-07,1.702100e-05,4.072346e-01
6.650000e-12,-3.622155e-07,-5.012323e-07,1.691616e-05,4.070049e-01
6.660000e-12,-3.824974e-07,-5.209046e-07,1.681237e-05,4.067704e-01
6.670000e-12,-4.025673e-07,-5.403598e-07,1.670966e-05,4.065315e-01
6.680000e-12,-4.224164e-07,-5.595890e-07,1.660803e-05,4.062882e-01
6.690000e-12,-4.420355e-07,-5.785836e-07,1.650749e-05,4.060409e-01
6.700000e-12,-4.614157e-07,-5.973346e-07,1.640806e-05,4.057898e-01
6.710000e-12,-4.805482e-07,-6.158334e-07,1.630973e-05,4.055352e-01
6.720000e-12,-4.994240e-07,-6.340713e-07,1.621252e-05,4.052773e-01
6.730000e-12,-5.180345e-07,-6.520396e-07,1.611643e-05,4.050164e-01
6.740000e-12,-5.363707e-07,-6.697300e-07,1.602147e-05,4.047526e-01
6.750000e-12,-5.544241e-07,-6.871338e-07,1.592765e-05,4.044863e-01
6.760000e-12,-5.721860e-07,-7.042427e-07,1.583497e-05,4.042177e-01
6.770000e-12,-5.896480e-07,-7.210483e-07,1.574344e-05,4.039471e-01
6.780000e-12,-6.068015e-07,-7.375425e-07,1.565306e-05,4.036747e-01
6.790000e-12,-6.236382e-07,-7.537171e-07,1.556384e-05,4.034007e-01
6.800000e-12,-6.401499e-07,-7.695642e-07,1.547577e-05,4.031255e-01
6.810000e-12,-6.563285e-07,-7.850757e-07,1.538886e-05,4.028493e-01
6.820000e-12,-6.721658e-07,-8.002439e-07,1.530311e-05,4.025723e-01
6.830000e-12,-6.876539e-07,-8.150612e-07,1.521852e-05,4.022948e-01
6.840000e-12,-7.027852e-07,-8.295200e-07,1.513510e-05,4.020170e-01
6.850000e-12,-7.175519e-07,-8.436129e-07,1.505283e-05,4.017393e-01
6.860000e-12,-7.319465e-07,-8.573326e-07,1.497173e-05,4.014618e-01
6.870000e-12,-7.459615e-07,-8.706721e-07,1.489180e-05,4.011848e-01
6.880000e-12,-7.595899e-07,-8.836243e-07,1.481302e-05,4.009085e-01
