time,"I(L1|XDUT)","V(10|XDUT)","I(R1|XDUT)","P(B1|XDUT)","P(B3|XDUT)","I(LMEASURE|XDUT)","I(LMEASURE2|XDUT)","P(QQ)","P(L1|XDUT)"
1.309750e-10,8.408910e-05,1.546147e-04,2.303439e-05,3.077583e+00,1.102751e+00,8.408910e-05,1.391990e-04,1.077910e+00,1.788554e+00
1.310000e-10,8.369866e-05,1.566228e-04,2.313108e-05,3.084596e+00,1.106958e+00,8.369866e-05,1.400435e-04,1.077924e+00,1.780249e+00
1.310250e-10,8.330400e-05,1.586634e-04,2.322677e-05,3.091639e+00,1.111189e+00,8.330400e-05,1.409162e-04,1.077944e+00,1.771855e+00
1.310500e-10,8.290510e-05,1.607397e-04,2.332144e-05,3.098711e+00,1.115442e+00,8.290510e-05,1.418189e-04,1.077971e+00,1.763370e+00
1.310750e-10,8.250190e-05,1.628552e-04,2.341507e-05,3.105812e+00,1.119719e+00,8.250190e-05,1.427538e-04,1.078005e+00,1.754794e+00
1.311000e-10,8.209435e-05,1.650138e-04,2.350765e-05,3.112940e+00,1.124019e+00,8.209435e-05,1.437227e-04,1.078046e+00,1.746126e+00
1.311250e-10,8.168236e-05,1.672193e-04,2.359913e-05,3.120097e+00,1.128341e+00,8.168236e-05,1.447276e-04,1.078093e+00,1.737363e+00
1.311500e-10,8.126585e-05,1.694759e-04,2.368950e-05,3.127281e+00,1.132686e+00,8.126585e-05,1.457707e-04,1.078149e+00,1.728504e+00
1.311750e-10,8.084471e-05,1.717879e-04,2.377871e-05,3.134493e+00,1.137052e+00,8.084471e-05,1.468540e-04,1.078211e+00,1.719546e+00
1.312000e-10,8.041882e-05,1.741595e-04,2.386671e-05,3.141731e+00,1.141440e+00,8.041882e-05,1.479793e-04,1.078281e+00,1.710488e+00
1.312250e-10,7.998803e-05,1.765951e-04,2.395346e-05,3.148997e+00,1.145849e+00,7.998803e-05,1.491487e-04,1.078359e+00,1.701325e+00
1.312500e-10,7.955219e-05,1.790991e-04,2.403888e-05,3.156288e+00,1.150278e+00,7.955219e-05,1.503638e-04,1.078444e+00,1.692055e+00
1.312750e-10,7.911114e-05,1.816757e-04,2.412291e-05,3.163605e+00,1.154729e+00,7.911114e-05,1.516264e-04,1.078537e+00,1.682674e+00
1.313000e-10,7.866467e-05,1.843289e-04,2.420548e-05,3.170947e+00,1.159199e+00,7.866467e-05,1.529379e-04,1.078638e+00,1.673177e+00
1.313250e-10,7.821260e-05,1.870628e-04,2.428648e-05,3.178314e+00,1.163689e+00,7.821260e-05,1.542995e-04,1.078746e+00,1.663562e+00
1.313500e-10,7.775470e-05,1.898806e-04,2.436583e-05,3.185706e+00,1.168199e+00,7.775470e-05,1.557121e-04,1.078862e+00,1.653823e+00
1.313750e-10,7.729074e-05,1.927857e-04,2.444341e-05,3.193121e+00,1.172727e+00,7.729074e-05,1.571763e-04,1.078986e+00,1.643954e+00
1.314000e-10,7.682049e-05,1.957804e-04,2.451909e-05,3.200559e+00,1.177274e+00,7.682049e-05,1.586922e-04,1.079117e+00,1.633952e+00
1.314250e-10,7.634367e-05,1.988669e-04,2.459276e-05,3.208021e+00,1.181838e+00,7.634367e-05,1.602596e-04,1.079256e+00,1.623810e+00
1.314500e-10,7.586004e-05,2.020464e-04,2.466426e-05,3.215504e+00,1.186420e+00,7.586004e-05,1.618776e-04,1.079402e+00,1.613524e+00
1.314750e-10,7.536933e-05,2.053194e-04,2.473344e-05,3.223009e+00,1.191018e+00,7.536933e-05,1.635448e-04,1.079555e+00,1.603086e+00
1.315000e-10,7.487125e-05,2.086855e-04,2.480014e-05,3.230534e+00,1.195633e+00,7.487125e-05,1.652592e-04,1.079716e+00,1.592492e+00
1.315250e-10,7.436555e-05,2.121434e-04,2.486418e-05,3.238079e+00,1.200263e+00,7.436555e-05,1.670178e-04,1.079884e+00,1.581736e+00
1.315500e-10,7.385193e-05,2.156908e-04,2.492538e-05,3.245643e+00,1.204907e+00,7.385193e-05,1.688172e-04,1.080059e+00,1.570812e+00
1.315750e-10,7.333014e-05,2.193243e-04,2.498354e-05,3.253225e+00,1.209565e+00,7.333014e-05,1.706530e-04,1.080241e+00,1.559713e+00
1.316000e-10,7.279991e-05,2.230394e-04,2.503846e-05,3.260825e+00,1.214237e+00,7.279991e-05,1.725200e-04,1.080430e+00,1.548435e+00
1.316250e-10,7.226098e-05,2.268308e-04,2.508992e-05,3.268441e+00,1.218920e+00,7.226098e-05,1.744123e-04,1.080626e+00,1.536973e+00
1.316500e-10,7.171313e-05,2.306917e-04,2.513772e-05,3.276071e+00,1.223615e+00,7.171313e-05,1.763229e-04,1.080828e+00,1.525320e+00
1.316750e-10,7.115613e-05,2.346146e-04,2.518162e-05,3.283716e+00,1.228319e+00,7.115613e-05,1.782443e-04,1.081037e+00,1.513473e+00
1.317000e-10,7.058976e-05,2.385910e-04,2.522139e-05,3.291373e+00,1.233033e+00,7.058976e-05,1.801680e-04,1.081252e+00,1.501426e+00
1.317250e-10,7.001387e-05,2.426113e-04,2.525680e-05,3.299042e+00,1.237755e+00,7.001387e-05,1.820849e-04,1.081473e+00,1.489177e+00
1.317500e-10,6.942828e-05,2.466655e-04,2.528762e-05,3.306720e+00,1.242483e+00,6.942828e-05,1.839854e-04,1.081700e+00,1.476722e+00
1.317750e-10,6.883286e-05,2.507423e-04,2.531361e-05,3.314408e+00,1.247217e+00,6.883286e-05,1.858592e-04,1.081934e+00,1.464057e+00
1.318000e-10,6.822753e-05,2.548303e-04,2.533454e-05,3.322102e+00,1.251955e+00,6.822753e-05,1.876957e-04,1.082173e+00,1.451182e+00
1.318250e-10,6.761220e-05,2.589171e-04,2.535017e-05,3.329802e+00,1.256695e+00,6.761220e-05,1.894842e-04,1.082417e+00,1.438094e+00
1.318500e-10,6.698684e-05,2.629901e-04,2.536027e-05,3.337506e+00,1.261437e+00,6.698684e-05,1.912137e-04,1.082668e+00,1.424793e+00
1.318750e-10,6.635146e-05,2.670361e-04,2.536462e-05,3.345212e+00,1.266178e+00,6.635146e-05,1.928734e-04,1.082924e+00,1.411279e+00
1.319000e-10,6.570607e-05,2.710416e-04,2.536300e-05,3.352918e+00,1.270916e+00,6.570607e-05,1.944526e-04,1.083185e+00,1.397551e+00
1.319250e-10,6.505077e-05,2.749926e-04,2.535521e-05,3.360623e+00,1.275652e+00,6.505077e-05,1.959412e-04,1.083451e+00,1.383613e+00
1.319500e-10,6.438564e-05,2.788751e-04,2.534103e-05,3.368325e+00,1.280381e+00,6.438564e-05,1.973291e-04,1.083723e+00,1.369466e+00
1.319750e-10,6.371085e-05,2.826746e-04,2.532029e-05,3.376021e+00,1.285103e+00,6.371085e-05,1.986073e-04,1.084000e+00,1.355114e+00
1.320000e-10,6.302658e-05,2.863765e-04,2.529280e-05,3.383710e+00,1.289816e+00,6.302658e-05,1.997670e-04,1.084282e+00,1.340559e+00
1.320250e-10,6.233306e-05,2.899659e-04,2.525839e-05,3.391390e+00,1.294518e+00,6.233306e-05,2.008007e-04,1.084569e+00,1.325808e+00
1.320500e-10,6.163056e-05,2.934277e-04,2.521694e-05,3.399058e+00,1.299206e+00,6.163056e-05,2.017011e-04,1.084862e+00,1.310866e+00
1.320750e-10,6.091939e-05,2.967471e-04,2.516829e-05,3.406712e+00,1.303880e+00,6.091939e-05,2.024624e-04,1.085159e+00,1.295740e+00
1.321000e-10,6.019990e-05,2.999088e-04,2.511234e-05,3.414351e+00,1.308536e+00,6.019990e-05,2.030791e-04,1.085462e+00,1.280437e+00
1.321250e-10,5.947250e-05,3.028979e-04,2.504899e-05,3.421971e+00,1.313172e+00,5.947250e-05,2.035470e-04,1.085769e+00,1.264965e+00
1.321500e-10,5.873762e-05,3.056996e-04,2.497817e-05,3.429571e+00,1.317788e+00,5.873762e-05,2.038627e-04,1.086082e+00,1.249334e+00
1.321750e-10,5.799575e-05,3.082991e-04,2.489983e-05,3.437148e+00,1.322379e+00,5.799575e-05,2.040235e-04,1.086400e+00,1.233555e+00
1.322000e-10,5.724740e-05,3.106824e-04,2.481393e-05,3.444700e+00,1.326945e+00,5.724740e-05,2.040277e-04,1.086724e+00,1.217637e+00
1.322250e-10,5.649313e-05,3.128355e-04,2.472047e-05,3.452225e+00,1.331482e+00,5.649313e-05,2.038743e-04,1.087053e+00,1.201594e+00
1.322500e-10,5.573355e-05,3.147453e-04,2.461947e-05,3.459721e+00,1.335989e+00,5.573355e-05,2.035632e-04,1.087387e+00,1.185438e+00
1.322750e-10,5.496930e-05,3.163993e-04,2.451097e-05,3.467185e+00,1.340464e+00,5.496930e-05,2.030950e-04,1.087728e+00,1.169183e+00
1.323000e-10,5.420104e-05,3.177857e-04,2.439503e-05,3.474614e+00,1.344904e+00,5.420104e-05,2.024708e-04,1.088074e+00,1.152842e+00
1.323250e-10,5.342948e-05,3.188937e-04,2.427176e-05,3.482007e+00,1.349307e+00,5.342948e-05,2.016926e-04,1.088426e+00,1.136431e+00
1.323500e-10,5.265536e-05,3.197134e-04,2.414127e-05,3.489362e+00,1.353672e+00,5.265536e-05,2.007629e-04,1.088785e+00,1.119966e+00
1.323750e-10,5.187944e-05,3.202358e-04,2.400372e-05,3.496676e+00,1.357995e+00,5.187944e-05,1.996848e-04,1.089149e+00,1.103463e+00
1.324000e-10,5.110251e-05,3.204533e-04,2.385927e-05,3.503947e+00,1.362275e+00,5.110251e-05,1.984618e-04,1.089521e+00,1.086937e+00
1.324250e-10,5.032537e-05,3.203592e-04,2.370813e-05,3.511173e+00,1.366510e+00,5.032537e-05,1.970982e-04,1.089899e+00,1.070408e+00
1.324500e-10,4.954886e-05,3.199482e-04,2.355054e-05,3.518353e+00,1.370697e+00,4.954886e-05,1.955984e-04,1.090285e+00,1.053892e+00
1.324750e-10,4.877382e-05,3.192162e-04,2.338673e-05,3.525483e+00,1.374836e+00,4.877382e-05,1.939675e-04,1.090678e+00,1.037407e+00
1.325000e-10,4.800109e-05,3.181602e-04,2.321700e-05,3.532563e+00,1.378923e+00,4.800109e-05,1.922112e-04,1.091079e+00,1.020971e+00
1.325250e-10,4.723155e-05,3.167787e-04,2.304165e-05,3.539591e+00,1.382958e+00,4.723155e-05,1.903352e-04,1.091487e+00,1.004603e+00
1.325500e-10,4.646605e-05,3.150715e-04,2.286101e-05,3.546564e+00,1.386939e+00,4.646605e-05,1.883459e-04,1.091904e+00,9.883210e-01
1.325750e-10,4.570547e-05,3.130395e-04,2.267543e-05,3.553482e+00,1.390863e+00,4.570547e-05,1.862500e-04,1.092330e+00,9.721436e-01
1.326000e-10,4.495066e-05,3.106851e-04,2.248529e-05,3.560343e+00,1.394730e+00,4.495066e-05,1.840546e-04,1.092764e+00,9.560890e-01
1.326250e-10,4.420249e-05,3.080119e-04,2.229099e-05,3.567145e+00,1.398538e+00,4.420249e-05,1.817671e-04,1.093207e+00,9.401756e-01
1.326500e-10,4.346179e-05,3.050246e-04,2.209293e-05,3.573888e+00,1.402287e+00,4.346179e-05,1.793954e-04,1.093660e+00,9.244212e-01
1.326750e-10,4.272941e-05,3.017292e-04,2.189156e-05,3.580570e+00,1.405973e+00,4.272941e-05,1.769475e-04,1.094123e+00,9.088437e-01
1.327000e-10,4.200616e-05,2.981329e-04,2.168733e-05,3.587191e+00,1.409598e+00,4.200616e-05,1.744319e-04,1.094596e+00,8.934602e-01
1.327250e-10,4.129283e-05,2.942441e-04,2.148069e-05,3.593749e+00,1.413160e+00,4.129283e-05,1.718574e-04,1.095080e+00,8.782878e-01
1.327500e-10,4.059019e-05,2.900722e-04,2.127214e-05,3.600244e+00,1.416658e+00,4.059019e-05,1.692330e-04,1.095574e+00,8.633429e-01
1.327750e-10,3.989899e-05,2.856275e-04,2.106217e-05,3.606675e+00,1.420091e+00,3.989899e-05,1.665678e-04,1.096080e+00,8.486413e-01
1.328000e-10,3.921994e-05,2.809214e-04,2.085126e-05,3.613043e+00,1.423460e+00,3.921994e-05,1.638714e-04,1.096597e+00,8.341982e-01
1.328250e-10,3.855374e-05,2.759662e-04,2.063995e-05,3.619347e+00,1.426763e+00,3.855374e-05,1.611535e-04,1.097125e+00,8.200282e-01
1.328500e-10,3.790102e-05,2.707751e-04,2.042873e-05,3.625586e+00,1.430001e+00,3.790102e-05,1.584238e-04,1.097666e+00,8.061450e-01
1.328750e-10,3.726239e-05,2.653619e-04,2.021814e-05,3.631762e+00,1.433174e+00,3.726239e-05,1.556922e-04,1.098219e+00,7.925616e-01
1.329000e-10,3.663844e-05,2.597414e-04,2.000870e-05,3.637873e+00,1.436281e+00,3.663844e-05,1.529685e-04,1.098785e+00,7.792903e-01
1.329250e-10,3.602969e-05,2.539289e-04,1.980092e-05,3.643921e+00,1.439324e+00,3.602969e-05,1.502628e-04,1.099364e+00,7.663422e-01
1.329500e-10,3.543662e-05,2.479403e-04,1.959534e-05,3.649907e+00,1.442302e+00,3.543662e-05,1.475849e-04,1.099956e+00,7.537278e-01
1.329750e-10,3.485968e-05,2.417920e-04,1.939247e-05,3.655830e+00,1.445216e+00,3.485968e-05,1.449444e-04,1.100562e+00,7.414565e-01
1.330000e-10,3.429927e-05,2.355011e-04,1.919284e-05,3.661693e+00,1.448067e+00,3.429927e-05,1.423508e-04,1.101181e+00,7.295367e-01
1.330250e-10,3.375573e-05,2.290849e-04,1.899693e-05,3.667495e+00,1.450856e+00,3.375573e-05,1.398135e-04,1.101814e+00,7.179757e-01
1.330500e-10,3.322936e-05,2.225614e-04,1.880527e-05,3.673238e+00,1.453585e+00,3.322936e-05,1.373415e-04,1.102462e+00,7.067800e-01
1.330750e-10,3.272041e-05,2.159486e-04,1.861833e-05,3.678924e+00,1.456253e+00,3.272041e-05,1.349434e-04,1.103123e+00,6.959548e-01
1.331000e-10,3.222908e-05,2.092652e-04,1.843660e-05,3.684554e+00,1.458863e+00,3.222908e-05,1.326273e-04,1.103799e+00,6.855042e-01
1.331250e-10,3.175550e-05,2.025297e-04,1.826053e-05,3.690130e+00,1.461416e+00,3.175550e-05,1.304011e-04,1.104490e+00,6.754315e-01
1.331500e-10,3.129978e-05,1.957613e-04,1.809057e-05,3.695653e+00,1.463913e+00,3.129978e-05,1.282721e-04,1.105195e+00,6.657384e-01
1.331750e-10,3.086195e-05,1.889790e-04,1.792716e-05,3.701126e+00,1.466358e+00,3.086195e-05,1.262470e-04,1.105915e+00,6.564259e-01
1.332000e-10,3.044200e-05,1.822022e-04,1.777070e-05,3.706550e+00,1.468751e+00,3.044200e-05,1.243319e-04,1.106650e+00,6.474935e-01
1.332250e-10,3.003985e-05,1.754501e-04,1.762158e-05,3.711927e+00,1.471094e+00,3.003985e-05,1.225325e-04,1.107399e+00,6.389400e-01
1.332500e-10,2.965538e-05,1.687422e-04,1.748017e-05,3.717261e+00,1.473390e+00,2.965538e-05,1.208538e-04,1.108164e+00,6.307625e-01
1.332750e-10,2.928842e-05,1.620979e-04,1.734682e-05,3.722553e+00,1.475641e+00,2.928842e-05,1.193000e-04,1.108943e+00,6.229573e-01
1.333000e-10,2.893873e-05,1.555364e-04,1.722185e-05,3.727805e+00,1.477850e+00,2.893873e-05,1.178750e-04,1.109736e+00,6.155195e-01
1.333250e-10,2.860603e-05,1.490768e-04,1.710555e-05,3.733021e+00,1.480018e+00,2.860603e-05,1.165818e-04,1.110545e+00,6.084430e-01
1.333500e-10,2.828998e-05,1.427381e-04,1.699818e-05,3.738203e+00,1.482149e+00,2.828998e-05,1.154229e-04,1.111367e+00,6.017206e-01
1.333750e-10,2.799019e-05,1.365390e-04,1.689999e-05,3.743354e+00,1.484245e+00,2.799019e-05,1.144000e-04,1.112204e+00,5.953441e-01
1.334000e-10,2.770621e-05,1.304976e-04,1.681118e-05,3.748476e+00,1.486310e+00,2.770621e-05,1.135143e-04,1.113055e+00,5.893041e-01
1.334250e-10,2.743756e-05,1.246319e-04,1.673192e-05,3.753573e+00,1.488344e+00,2.743756e-05,1.127664e-04,1.113920e+00,5.835900e-01
1.334500e-10,2.718370e-05,1.189592e-04,1.666238e-05,3.758647e+00,1.490353e+00,2.718370e-05,1.121562e-04,1.114799e+00,5.781904e-01
1.334750e-10,2.694404e-05,1.134964e-04,1.660265e-05,3.763702e+00,1.492338e+00,2.694404e-05,1.116831e-04,1.115691e+00,5.730929e-01
1.335000e-10,2.671795e-05,1.082596e-04,1.655282e-05,3.768740e+00,1.494303e+00,2.671795e-05,1.113456e-04,1.116595e+00,5.682840e-01
1.335250e-10,2.650475e-05,1.032644e-04,1.651293e-05,3.773764e+00,1.496250e+00,2.650475e-05,1.111421e-04,1.117513e+00,5.637493e-01
1.335500e-10,2.630373e-05,9.852533e-05,1.648301e-05,3.778778e+00,1.498183e+00,2.630373e-05,1.110700e-04,1.118442e+00,5.594737e-01
1.335750e-10,2.611414e-05,9.405632e-05,1.646303e-05,3.783784e+00,1.500104e+00,2.611414e-05,1.111265e-04,1.119384e+00,5.554411e-01
1.336000e-10,2.593518e-05,8.987026e-05,1.645293e-05,3.788785e+00,1.502017e+00,2.593518e-05,1.113079e-04,1.120337e+00,5.516347e-01
1.336250e-10,2.576604e-05,8.597912e-05,1.645263e-05,3.793785e+00,1.503924e+00,2.576604e-05,1.116103e-04,1.121300e+00,5.480371e-01
1.336500e-10,2.560586e-05,8.239382e-05,1.646200e-05,3.798787e+00,1.505829e+00,2.560586e-05,1.120291e-04,1.122275e+00,5.446300e-01
1.336750e-10,2.545375e-05,7.912421e-05,1.648089e-05,3.803792e+00,1.507735e+00,2.545375e-05,1.125593e-04,1.123259e+00,5.413948e-01
1.337000e-10,2.530883e-05,7.617901e-05,1.650910e-05,3.808805e+00,1.509644e+00,2.530883e-05,1.131954e-04,1.124252e+00,5.383124e-01
1.337250e-10,2.517017e-05,7.356576e-05,1.654641e-05,3.813828e+00,1.511559e+00,2.517017e-05,1.139315e-04,1.125254e+00,5.353630e-01
1.337500e-10,2.503682e-05,7.129083e-05,1.659257e-05,3.818863e+00,1.513483e+00,2.503682e-05,1.147614e-04,1.126264e+00,5.325267e-01
1.337750e-10,2.490783e-05,6.935933e-05,1.664728e-05,3.823914e+00,1.515420e+00,2.490783e-05,1.156781e-04,1.127282e+00,5.297832e-01
1.338000e-10,2.478225e-05,6.777513e-05,1.671023e-05,3.828982e+00,1.517370e+00,2.478225e-05,1.166747e-04,1.128306e+00,5.271121e-01
1.338250e-10,2.465910e-05,6.654085e-05,1.678107e-05,3.834071e+00,1.519338e+00,2.465910e-05,1.177438e-04,1.129337e+00,5.244927e-01
1.338500e-10,2.453741e-05,6.565781e-05,1.685942e-05,3.839183e+00,1.521325e+00,2.453741e-05,1.188776e-04,1.130373e+00,5.219044e-01
1.338750e-10,2.441621e-05,6.512606e-05,1.694488e-05,3.844319e+00,1.523335e+00,2.441621e-05,1.200681e-04,1.131414e+00,5.193266e-01
1.339000e-10,2.429454e-05,6.494437e-05,1.703701e-05,3.849482e+00,1.525368e+00,2.429454e-05,1.213072e-04,1.132459e+00,5.167387e-01
1.339250e-10,2.417145e-05,6.511027e-05,1.713537e-05,3.854675e+00,1.527428e+00,2.417145e-05,1.225865e-04,1.133508e+00,5.141205e-01
1.339500e-10,2.404599e-05,6.562000e-05,1.723948e-05,3.859897e+00,1.529515e+00,2.404599e-05,1.238975e-04,1.134559e+00,5.114520e-01
1.339750e-10,2.391723e-05,6.646859e-05,1.734884e-05,3.865153e+00,1.531633e+00,2.391723e-05,1.252317e-04,1.135612e+00,5.087133e-01
1.340000e-10,2.378426e-05,6.764986e-05,1.746293e-05,3.870442e+00,1.533782e+00,2.378426e-05,1.265804e-04,1.136666e+00,5.058852e-01
1.340250e-10,2.364621e-05,6.915643e-05,1.758122e-05,3.875766e+00,1.535965e+00,2.364621e-05,1.279351e-04,1.137721e+00,5.029488e-01
1.340500e-10,2.350221e-05,7.097980e-05,1.770316e-05,3.881127e+00,1.538183e+00,2.350221e-05,1.292872e-04,1.138776e+00,4.998860e-01
1.340750e-10,2.335143e-05,7.311034e-05,1.782818e-05,3.886526e+00,1.540436e+00,2.335143e-05,1.306284e-04,1.139829e+00,4.966790e-01
1.341000e-10,2.319308e-05,7.553736e-05,1.795572e-05,3.891963e+00,1.542726e+00,2.319308e-05,1.319504e-04,1.140880e+00,4.933110e-01
1.341250e-10,2.302640e-05,7.824916e-05,1.808518e-05,3.897438e+00,1.545054e+00,2.302640e-05,1.332451e-04,1.141929e+00,4.897656e-01
1.341500e-10,2.285066e-05,8.123304e-05,1.821597e-05,3.902954e+00,1.547420e+00,2.285066e-05,1.345049e-04,1.142975e+00,4.860276e-01
1.341750e-10,2.266517e-05,8.447541e-05,1.834750e-05,3.908509e+00,1.549826e+00,2.266517e-05,1.357221e-04,1.144016e+00,4.820824e-01
1.342000e-10,2.246931e-05,8.796179e-05,1.847918e-05,3.914104e+00,1.552271e+00,2.246931e-05,1.368898e-04,1.145053e+00,4.779164e-01
1.342250e-10,2.226246e-05,9.167694e-05,1.861040e-05,3.919738e+00,1.554755e+00,2.226246e-05,1.380009e-04,1.146085e+00,4.735169e-01
1.342500e-10,2.204410e-05,9.560487e-05,1.874055e-05,3.925413e+00,1.557279e+00,2.204410e-05,1.390492e-04,1.147110e+00,4.688724e-01
1.342750e-10,2.181371e-05,9.972894e-05,1.886906e-05,3.931127e+00,1.559843e+00,2.181371e-05,1.400287e-04,1.148128e+00,4.639721e-01
1.343000e-10,2.157086e-05,1.040319e-04,1.899533e-05,3.936879e+00,1.562445e+00,2.157086e-05,1.409338e-04,1.149139e+00,4.588067e-01
1.343250e-10,2.131514e-05,1.084961e-04,1.911877e-05,3.942670e+00,1.565086e+00,2.131514e-05,1.417594e-04,1.150142e+00,4.533676e-01
1.343500e-10,2.104622e-05,1.131033e-04,1.923882e-05,3.948497e+00,1.567764e+00,2.104622e-05,1.425009e-04,1.151136e+00,4.476477e-01
1.343750e-10,2.076380e-05,1.178351e-04,1.935493e-05,3.954360e+00,1.570480e+00,2.076380e-05,1.431541e-04,1.152121e+00,4.416408e-01
1.344000e-10,2.046766e-05,1.226728e-04,1.946654e-05,3.960258e+00,1.573231e+00,2.046766e-05,1.437153e-04,1.153096e+00,4.353419e-01
1.344250e-10,2.015762e-05,1.275975e-04,1.957312e-05,3.966189e+00,1.576016e+00,2.015762e-05,1.441813e-04,1.154061e+00,4.287473e-01
1.344500e-10,1.983354e-05,1.325903e-04,1.967417e-05,3.972151e+00,1.578835e+00,1.983354e-05,1.445495e-04,1.155015e+00,4.218544e-01
1.344750e-10,1.949537e-05,1.376322e-04,1.976919e-05,3.978143e+00,1.581686e+00,1.949537e-05,1.448175e-04,1.155957e+00,4.146616e-01
1.345000e-10,1.914309e-05,1.427046e-04,1.985772e-05,3.984163e+00,1.584566e+00,1.914309e-05,1.449836e-04,1.156888e+00,4.071687e-01
1.345250e-10,1.877675e-05,1.477889e-04,1.993930e-05,3.990209e+00,1.587474e+00,1.877675e-05,1.450465e-04,1.157806e+00,3.993766e-01
1.345500e-10,1.839642e-05,1.528669e-04,2.001351e-05,3.996278e+00,1.590409e+00,1.839642e-05,1.450052e-04,1.158712e+00,3.912872e-01
1.345750e-10,1.800227e-05,1.579207e-04,2.007994e-05,4.002369e+00,1.593367e+00,1.800227e-05,1.448594e-04,1.159606e+00,3.829036e-01
1.346000e-10,1.759447e-05,1.629329e-04,2.013824e-05,4.008478e+00,1.596347e+00,1.759447e-05,1.446090e-04,1.160486e+00,3.742299e-01
1.346250e-10,1.717328e-05,1.678868e-04,2.018805e-05,4.014604e+00,1.599347e+00,1.717328e-05,1.442545e-04,1.161353e+00,3.652712e-01
1.346500e-10,1.673898e-05,1.727661e-04,2.022905e-05,4.020744e+00,1.602363e+00,1.673898e-05,1.437968e-04,1.162206e+00,3.560338e-01
1.346750e-10,1.629190e-05,1.775555e-04,2.026096e-05,4.026895e+00,1.605394e+00,1.629190e-05,1.432369e-04,1.163046e+00,3.465246e-01
1.347000e-10,1.583242e-05,1.822402e-04,2.028351e-05,4.033054e+00,1.608436e+00,1.583242e-05,1.425765e-04,1.163872e+00,3.367516e-01
1.347250e-10,1.536095e-05,1.868063e-04,2.029647e-05,4.039218e+00,1.611487e+00,1.536095e-05,1.418176e-04,1.164683e+00,3.267235e-01
1.347500e-10,1.487794e-05,1.912409e-04,2.029965e-05,4.045385e+00,1.614544e+00,1.487794e-05,1.409624e-04,1.165482e+00,3.164500e-01
1.347750e-10,1.438387e-05,1.955318e-04,2.029288e-05,4.051552e+00,1.617605e+00,1.438387e-05,1.400136e-04,1.166266e+00,3.059413e-01
1.348000e-10,1.387926e-05,1.996680e-04,2.027602e-05,4.057714e+00,1.620665e+00,1.387926e-05,1.389741e-04,1.167036e+00,2.952083e-01
1.348250e-10,1.336464e-05,2.036394e-04,2.024895e-05,4.063871e+00,1.623723e+00,1.336464e-05,1.378472e-04,1.167793e+00,2.842625e-01
1.348500e-10,1.284058e-05,2.074370e-04,2.021160e-05,4.070017e+00,1.626775e+00,1.284058e-05,1.366363e-04,1.168536e+00,2.731159e-01
1.348750e-10,1.230767e-05,2.110527e-04,2.016392e-05,4.076150e+00,1.629819e+00,1.230767e-05,1.353454e-04,1.169266e+00,2.617809e-01
1.349000e-10,1.176650e-05,2.144796e-04,2.010589e-05,4.082267e+00,1.632850e+00,1.176650e-05,1.339784e-04,1.169982e+00,2.502705e-01
1.349250e-10,1.121770e-05,2.177118e-04,2.003751e-05,4.088365e+00,1.635866e+00,1.121770e-05,1.325396e-04,1.170686e+00,2.385977e-01
1.349500e-10,1.066190e-05,2.207446e-04,1.995881e-05,4.094441e+00,1.638864e+00,1.066190e-05,1.310336e-04,1.171377e+00,2.267758e-01
1.349750e-10,1.009972e-05,2.235743e-04,1.986986e-05,4.100491e+00,1.641841e+00,1.009972e-05,1.294650e-04,1.172056e+00,2.148186e-01
1.350000e-10,9.531824e-06,2.261982e-04,1.977074e-05,4.106513e+00,1.644794e+00,9.531824e-06,1.278388e-04,1.172724e+00,2.027395e-01
1.350250e-10,8.958839e-06,2.286147e-04,1.966156e-05,4.112503e+00,1.647719e+00,8.958839e-06,1.261600e-04,1.173380e+00,1.905522e-01
1.350500e-10,8.381409e-06,2.308235e-04,1.954245e-05,4.118459e+00,1.650614e+00,8.381409e-06,1.244338e-04,1.174025e+00,1.782704e-01
1.350750e-10,7.800170e-06,2.328248e-04,1.941357e-05,4.124376e+00,1.653475e+00,7.800170e-06,1.226655e-04,1.174660e+00,1.659076e-01
1.351000e-10,7.215749e-06,2.346203e-04,1.927508e-05,4.130253e+00,1.656300e+00,7.215749e-06,1.208605e-04,1.175285e+00,1.534771e-01
1.351250e-10,6.628763e-06,2.362124e-04,1.912717e-05,4.136087e+00,1.659085e+00,6.628763e-06,1.190242e-04,1.175901e+00,1.409921e-01
1.351500e-10,6.039814e-06,2.376044e-04,1.897006e-05,4.141874e+00,1.661829e+00,6.039814e-06,1.171623e-04,1.176509e+00,1.284653e-01
1.351750e-10,5.449487e-06,2.388006e-04,1.880397e-05,4.147612e+00,1.664527e+00,5.449487e-06,1.152802e-04,1.177109e+00,1.159092e-01
1.352000e-10,4.858350e-06,2.398061e-04,1.862913e-05,4.153299e+00,1.667178e+00,4.858350e-06,1.133835e-04,1.177702e+00,1.033359e-01
1.352250e-10,4.266948e-06,2.406269e-04,1.844579e-05,4.158931e+00,1.669778e+00,4.266948e-06,1.114777e-04,1.178288e+00,9.075689e-02
1.352500e-10,3.675802e-06,2.412697e-04,1.825421e-05,4.164506e+00,1.672325e+00,3.675802e-06,1.095682e-04,1.178869e+00,7.818336e-02
1.352750e-10,3.085407e-06,2.417419e-04,1.805465e-05,4.170022e+00,1.674816e+00,3.085407e-06,1.076604e-04,1.179445e+00,6.562582e-02
